precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BOZ",298,BRĂNIŞCA,88546,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:46:47",362,344,0,18,0,257,239,0,18,0,255,2,381,124,3,38,105,89,12,8
22,HUNEDOARA,"CĂMINUL CULTURAL BRĂNIȘCA",297,BRĂNIŞCA,88546,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:12",512,481,0,21,10,336,305,0,21,10,329,7,562,226,5,59,162,83,18,2
22,HUNEDOARA,"CĂMINUL CULTURAL FURCȘOARA",299,BRĂNIŞCA,88546,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:33:01",42,28,0,13,1,27,13,0,13,1,27,0,50,23,0,2,8,15,1,1
22,HUNEDOARA,"CĂMINUL CULTURAL ROVINA",300,BRĂNIŞCA,88546,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:38:58",194,177,0,17,0,127,110,0,17,0,121,6,140,13,0,13,76,24,1,7
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNAVA",301,BRĂNIŞCA,88546,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:58:23",89,75,0,14,0,57,43,0,14,0,54,3,100,43,0,1,18,32,0,3
22,HUNEDOARA,"CĂMINUL CULTURAL TÂRNĂVIȚA",302,BRĂNIŞCA,88546,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:56:57",147,141,0,4,2,90,84,0,4,2,90,0,180,90,0,22,31,27,8,2
