precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŢOLE FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","RISTA IONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VĂCĂRESCU BENIAMIN-PARTIDUL SOCIAL DEMOCRAT-voturi","COZMA ADRIAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL BRUZNIC",400,USUSĂU,10765,5,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:56",87,80,0,7,0,59,52,0,7,0,52,7,90,31,36,7,7,2
2,ARAD,"GRĂDINIŢA CU PROGRAM NORMAL DORGOŞ",401,USUSĂU,10765,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:30:30",258,244,1,13,0,178,164,1,13,0,170,8,276,98,102,31,35,2
2,ARAD,"ŞCOALA GIMNAZIALĂ ”TEODOR PĂCĂŢIAN” USUSĂU",399,USUSĂU,10765,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:48:58",522,503,0,11,8,394,375,0,11,8,377,17,588,194,225,24,127,1
2,ARAD,"ŞCOALA PRIMARĂ ZĂBALŢ",402,USUSĂU,10765,5,PART,PRCNCT,P,P_SV,"2024-06-10 05:08:32",232,216,1,9,6,173,158,0,9,6,170,3,240,67,97,53,4,16
