precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
34,SIBIU,"DISPENSARUL MEDICAL CHESLER",301,MICĂSASA,144991,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:00:14",57,41,0,12,4,47,31,0,12,4,46,1,50,3,19,25,2
34,SIBIU,"ȘCOALA GIMNAZIALĂ ”CORNELIU PĂCURARIU” MICĂSASA",300,MICĂSASA,144991,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:12:16",1147,1067,0,39,41,820,740,0,39,41,801,0,1180,378,307,431,63
34,SIBIU,"ȘCOALA PRIMARĂ ŢAPU",302,MICĂSASA,144991,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:50:30",564,533,0,11,20,341,310,0,11,20,331,10,608,267,207,112,12
