precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CENTRUL LOCAL DE INFORMARE TURISTICĂ",94,"BUDACU DE JOS",32704,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:24",837,824,2,3,8,571,560,0,3,8,559,12,900,329,128,385,36,10
6,BISTRIŢA-NĂSĂUD,"PRIMĂRIA COMUNEI BUDACU DE JOS",92,"BUDACU DE JOS",32704,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:18",786,776,0,2,8,422,412,0,2,8,406,16,890,468,94,288,19,5
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ BUDUŞ",93,"BUDACU DE JOS",32704,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:12",453,433,0,2,18,263,243,0,2,18,254,9,500,237,33,167,36,18
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MONARIU",95,"BUDACU DE JOS",32704,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:05:06",434,424,1,6,3,269,260,0,6,3,260,9,451,182,54,128,74,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ SIMIONEŞTI",96,"BUDACU DE JOS",32704,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:18:58",179,169,1,2,7,113,104,1,2,6,110,2,199,87,8,72,22,8
