precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STEFĂNESCU OVIDIU-NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","LUCACIU ALEXANDRU-CRISTIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL COMLOŞU MARE",358,"COMLOŞU MARE",156437,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:04:11",1530,1521,1,6,2,710,702,0,6,2,659,51,1600,890,501,158
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ COMLOŞU MARE",357,"COMLOŞU MARE",156437,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:11:31",1505,1452,1,5,47,686,633,1,5,47,649,37,1502,816,442,207
37,TIMIŞ,"ŞCOALA PRIMARĂ COMLOŞU MIC",359,"COMLOŞU MARE",156437,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:44:15",881,878,1,2,0,397,395,0,2,0,380,17,948,551,341,39
37,TIMIŞ,"ŞCOALA PRIMARĂ LUNGA",360,"COMLOŞU MARE",156437,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:02",464,458,0,5,1,204,198,0,5,1,193,11,700,496,154,39
