precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL GHIOROIU",241,GHIOROIU,170097,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:54",458,416,0,16,26,292,250,0,16,26,271,21,490,198,14,4,119,134
40,VÂLCEA,"ŞCOALA POIENARI",242,GHIOROIU,170097,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:19:53",237,213,0,13,11,166,142,0,13,11,158,8,250,84,9,31,50,68
40,VÂLCEA,"ŞCOALA ŞTIRBEŞTI",243,GHIOROIU,170097,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:42:06",462,409,0,33,20,331,278,0,33,20,317,14,480,143,13,7,212,85
