precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PRECUP FLOREAN-PARTIDUL SOCIAL DEMOCRAT-voturi","TODERICIU AUREL-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","LAZĂR-MARA CĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"BIBLIOTECA COMUNALĂ",240,CRICĂU,4142,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:18",1057,995,1,25,36,790,729,0,25,36,777,13,1139,349,253,519,5
1,ALBA,"SALA DE ÎNTRUNIRI",242,CRICĂU,4142,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:53:52",334,305,2,6,21,230,203,0,6,21,230,0,340,110,30,197,3
1,ALBA,"ȘCOALA PRIMARĂ CRAIVA",241,CRICĂU,4142,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:32:59",307,286,0,8,13,226,205,0,8,13,225,1,316,89,43,157,25
