precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PREDA VIRGIL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FLOCA IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMITRU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞERBĂNESCU DARIUS-SILVIU-UNIUNEA SALVAȚI ROMÂNIA-voturi","LUPU CĂTĂLIN-PARTIDUL S.O.S. ROMÂNIA-voturi","PĂUN VIOREL-PARTIDUL MIȘCAREA POPULARĂ-voturi","PETRUŢ MARIANA-FORȚA DREPTEI-voturi"
14,CONSTANŢA,"CĂMIN CULTURAL ADAMCLISI",357,ADAMCLISI,60883,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:57:48",976,906,1,55,14,673,604,0,55,14,642,31,992,319,45,256,160,75,8,18,80
14,CONSTANŢA,"ȘCOALA GENERALĂ ABRUD",358,ADAMCLISI,60883,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:22",123,111,0,12,0,84,72,0,12,0,81,3,123,39,6,31,38,4,1,0,1
14,CONSTANŢA,"ȘCOALA GENERALĂ URLUIA",359,ADAMCLISI,60883,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:11",290,279,0,8,3,219,208,0,8,3,203,16,309,90,9,72,48,22,0,19,33
14,CONSTANŢA,"ŞCOALA ZORILE",360,ADAMCLISI,60883,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:40:03",460,439,0,8,13,345,324,0,8,13,335,10,493,148,8,95,118,35,1,66,12
