precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DORNEANU VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","DIACONU LIVIU-PARTIDUL NAȚIONAL LIBERAL-voturi","DAVID VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","URSU DUMITRU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","POPA GHEORGHE-PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL",365,PIPIRIG,123521,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:28:04",545,536,2,5,2,277,270,0,5,2,263,14,600,323,213,4,31,2,13
29,NEAMŢ,"LICEUL TEHNOLOGIC ”ION CREANGA” PIPIRIG",363,PIPIRIG,123521,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:22:42",1433,1430,1,2,0,687,685,0,2,0,666,21,1600,913,535,75,13,6,37
29,NEAMŢ,"SCOALA CU CLASELE I-IV DOLHESTI",364,PIPIRIG,123521,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:25",870,864,0,6,0,391,385,0,6,0,379,12,1000,609,300,39,14,12,14
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1",362,PIPIRIG,123521,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:07",1269,1267,1,0,1,572,571,0,0,1,555,17,1400,828,483,27,23,4,18
29,NEAMŢ,"SCOALA GIMNAZIALA PLUTON",366,PIPIRIG,123521,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:01:12",822,810,0,12,0,376,364,0,12,0,361,15,900,524,291,31,18,2,19
29,NEAMŢ,"SCOALA GIMNAZIALA STINCA",367,PIPIRIG,123521,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:38:24",1320,1314,0,6,0,641,635,0,6,0,611,30,1400,759,514,30,30,12,25
29,NEAMŢ,"SCOALA PIPIRIG NR. 2",361,PIPIRIG,123521,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:09:53",906,900,2,3,1,469,465,0,3,1,458,11,1000,531,344,83,8,11,12
