precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL MOCOD",203,NIMIGEA,33989,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:18:59",486,464,1,6,15,306,285,0,6,15,293,13,500,194,2,126,69,51,6,39
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MITITEI",202,NIMIGEA,33989,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:57:21",578,549,0,12,17,419,390,0,12,17,394,25,650,231,8,132,127,45,73,9
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ NIMIGEA DE JOS",199,NIMIGEA,33989,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:01:14",1342,1274,1,21,46,885,819,0,21,45,855,28,1446,561,226,403,165,25,10,26
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ FLOREŞTI",200,NIMIGEA,33989,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:55:07",427,413,0,6,8,291,277,0,6,8,270,21,450,159,2,151,105,3,2,7
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MINTIU",201,NIMIGEA,33989,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:55",360,343,0,6,11,200,183,0,6,11,193,7,400,200,5,146,37,5,0,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MOGOŞENI",204,NIMIGEA,33989,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:18",301,290,0,5,6,204,193,0,5,6,184,9,350,157,5,89,58,9,1,22
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ NIMIGEA DE SUS",205,NIMIGEA,33989,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:34",465,444,1,3,17,304,284,0,3,17,294,10,500,196,6,124,79,4,70,11
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ TĂURE",206,NIMIGEA,33989,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:34:55",347,336,0,2,9,187,176,0,2,9,178,9,350,163,11,101,59,2,1,4
