precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BIRĂRUŢI EMANUEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CÎRLOGANU ILIE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOEANGIU VASILE-PÎRVU-PARTIDUL NAȚIONAL LIBERAL-voturi","CĂLDĂRARU NICOLAE-PARTIDUL S.O.S. ROMÂNIA-voturi","VĂLEANU ILIE-voturi"
40,VÂLCEA,"CENTRUL PENTRU SERVICII SOCIALE",160,ALUNU,168229,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:11:04",277,269,0,8,0,161,153,0,8,0,156,5,300,139,23,61,55,12,5
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL ROȘIA",161,ALUNU,168229,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:24:33",429,422,0,7,0,289,282,0,7,0,273,16,460,171,176,27,51,11,8
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ, COMUNA ALUNU, SAT IGOIU",159,ALUNU,168229,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:40:04",1439,1425,1,7,6,848,836,0,7,5,828,20,1570,722,260,218,319,19,12
40,VÂLCEA,"ȘCOALA GIMNAZIALĂ SAT COLTEȘTI",158,ALUNU,168229,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:45:44",1300,1269,2,15,14,788,758,1,15,14,760,28,1400,612,337,119,142,53,109
