precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂRGULESCU MIHAI-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","ŢICU ION-PARTIDUL NAȚIONAL LIBERAL-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL PĂTULELE",229,PĂTULELE,112879,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:58:09",1163,1064,0,52,47,816,717,0,52,47,784,32,1213,397,288,496
27,MEHEDINŢI,"CĂMINUL CULTURAL VIAŞU",232,PĂTULELE,112879,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:22:12",419,377,0,17,25,311,269,0,17,25,308,3,438,127,59,249
27,MEHEDINŢI,"GRĂDINIŢA NR. 3 RUDĂRIE",231,PĂTULELE,112879,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:55:35",373,362,0,8,3,132,121,0,8,3,126,6,436,304,29,97
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV PĂTULELE",230,PĂTULELE,112879,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:48:02",1020,960,0,23,37,687,627,0,23,37,667,20,1040,353,227,440
