precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BUTA IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ANDRON FLORIN-OVIDIU-PARTIDUL NAȚIONAL LIBERAL-voturi","SCRIDONESE MARIA-ELENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL BOGATA",362,HOGHIZ,41177,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:28:13",364,355,0,9,0,230,221,0,9,0,215,2,400,183,112,87,16
8,BRAŞOV,"CĂMINUL CULTURAL CUCIULATA",363,HOGHIZ,41177,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:22:47",1163,1157,0,6,0,634,628,0,6,0,577,57,1300,666,269,292,16
8,BRAŞOV,"CĂMINUL CULTURAL DOPCA",364,HOGHIZ,41177,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:00",396,389,0,7,0,248,241,0,7,0,240,8,400,152,207,31,2
8,BRAŞOV,"CĂMINUL CULTURAL HOGHIZ",361,HOGHIZ,41177,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:27:02",756,741,1,10,4,408,394,0,10,4,388,20,800,392,196,177,15
8,BRAŞOV,"CĂMINUL CULTURAL HOGHIZ",360,HOGHIZ,41177,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:51:17",983,970,0,10,3,534,521,0,10,3,513,21,1100,566,253,252,8
8,BRAŞOV,"CĂMINUL CULTURAL LUPŞA",366,HOGHIZ,41177,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:48:23",84,77,0,7,0,53,46,0,7,0,52,1,100,47,27,22,3
8,BRAŞOV,"CĂMUNUL CULTURAL FÂNTÂNA",365,HOGHIZ,41177,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:20",223,211,0,10,2,153,141,0,10,2,150,3,235,82,62,81,7
