precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"LOCUINȚE SOCIALE - CĂRPINIȘ",364,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:30:10",659,655,1,0,3,440,437,0,0,3,416,24,719,279,176,103,10,127
1,ALBA,"PRIMARIA COMUNEI ROȘIA MONTANĂ",362,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:32:28",616,598,0,14,4,430,412,0,14,4,417,13,661,231,198,50,68,101
1,ALBA,"ȘCOALA CU CLASELE I-IV - CORNA",365,"ROŞIA MONTANĂ",6761,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:29",111,105,0,6,0,83,77,0,6,0,81,2,119,36,37,19,7,18
1,ALBA,"ŞCOALA CU CLASELE I-IV - GURA ROȘIEI",363,"ROŞIA MONTANĂ",6761,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:27:46",622,614,0,4,4,479,471,0,4,4,451,28,679,200,143,45,36,227
1,ALBA,"ŞCOALA CU CLASELE I-IV - VÎRTOP",366,"ROŞIA MONTANĂ",6761,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:34:35",179,169,0,10,0,142,132,0,10,0,141,1,184,42,67,43,6,25
