precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CONSTANTIN GEORGEL-voturi"
14,CONSTANŢA,"GRĂDINIŢA CU PROGRAM NORMAL DUNĂREA",536,SEIMENI,62903,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:43:15",539,536,0,3,0,316,313,0,3,0,298,18,590,274,93,188,5,12
14,CONSTANŢA,"GRĂDINITĂ CU PROGRAM NORMAL SEIMENII MICI",537,SEIMENI,62903,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:09:33",730,717,1,6,6,435,423,0,6,6,421,14,789,354,343,24,35,19
14,CONSTANŢA,"ŞCOALA CU CLS I-VIII SEIMENI",535,SEIMENI,62903,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:44:20",441,441,0,0,0,261,261,0,0,0,254,5,483,222,155,59,26,14
