county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-mandate-g8","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-1","ALIANȚA PENTRU UNIREA ROMÂNILOR-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-1","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-mandate-faza-2","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-1","PARTIDUL UMANIST SOCIAL LIBERAL-mandate-faza-2","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-1","PARTIDUL S.O.S. ROMÂNIA-mandate-faza-2","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-1","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-mandate-faza-2","SACASTI-TIVADAR OCTAVIAN-VASILE-voturi","SACASTI-TIVADAR OCTAVIAN-VASILE-mandate-faza-1","SACASTI-TIVADAR OCTAVIAN-VASILE-mandate-faza-2","SILAGHI IOAN-voturi","SILAGHI IOAN-mandate-faza-1","SILAGHI IOAN-mandate-faza-2","PARTIDUL NAȚIONAL LIBERAL-mandate-g9","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g9","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-1","ALIANȚA DREAPTA UNITĂ USR - PMP-mandate-faza-2","CĂTANĂ IOAN-voturi","CĂTANĂ IOAN-mandate-faza-1","CĂTANĂ IOAN-mandate-faza-2","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-1","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-mandate-faza-2","PAP SÁNDOR-voturi","PAP SÁNDOR-mandate-faza-1","PAP SÁNDOR-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL ROMÂNIA MARE-mandate-faza-1","PARTIDUL ROMÂNIA MARE-mandate-faza-2","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-1","PARTIDUL LEGE EDUCAȚIE UNITATE-mandate-faza-2","HORVAT EUGEN-voturi","HORVAT EUGEN-mandate-faza-1","HORVAT EUGEN-mandate-faza-2","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-1","PARTIDUL ALTERNATIVA DREAPTĂ-mandate-faza-2","BREAZDĂU GHEORGHE-CIPRIAN-voturi","BREAZDĂU GHEORGHE-CIPRIAN-mandate-faza-1","BREAZDĂU GHEORGHE-CIPRIAN-mandate-faza-2","VAIDA IOAN-voturi","VAIDA IOAN-mandate-faza-1","VAIDA IOAN-mandate-faza-2","ILIEŞ BOGDAN-voturi","ILIEŞ BOGDAN-mandate-faza-1","ILIEŞ BOGDAN-mandate-faza-2","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-1","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-mandate-faza-2","MATEI IULIANA-LOREDANA-voturi","MATEI IULIANA-LOREDANA-mandate-faza-1","MATEI IULIANA-LOREDANA-mandate-faza-2","ALIANȚA ELECTORALĂ PSD PRO ROMÂNIA-voturi","ALIANȚA ELECTORALĂ PSD PRO ROMÂNIA-mandate-faza-1","ALIANȚA ELECTORALĂ PSD PRO ROMÂNIA-mandate-faza-2","FORȚA DREPTEI-voturi","FORȚA DREPTEI-mandate-faza-1","FORȚA DREPTEI-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-2","CRIŞAN GAVRIL-voturi","CRIŞAN GAVRIL-mandate-faza-1","CRIŞAN GAVRIL-mandate-faza-2","BÎRJAC GAVRIL-voturi","BÎRJAC GAVRIL-mandate-faza-1","BÎRJAC GAVRIL-mandate-faza-2","MUREŞAN ALEXANDRU-TEOFIL-voturi","MUREŞAN ALEXANDRU-TEOFIL-mandate-faza-1","MUREŞAN ALEXANDRU-TEOFIL-mandate-faza-2"
33,SĂLAJ,GÂLGĂU,141134,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:07:10",1925,1725,4,130,66,1312,1116,0,130,66,1262,50,1976,664,63,88,100,114,939,8,0,211,1,1,0,0,0,0,0,0,0,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,GÂRBOU,141232,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:07:52",1554,1419,1,90,44,1005,871,0,90,44,943,62,1600,595,47,66,75,78,358,4,0,449,5,1,0,0,0,0,0,0,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,HALMĂŞD,141312,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:19:32",1797,1730,2,26,39,1175,1109,1,26,39,1129,46,1939,764,56,79,90,99,491,4,1,530,5,0,0,0,0,0,30,0,0,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,HERECLEAN,141376,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:57:19",3336,3175,6,55,100,2207,2051,1,55,100,2147,60,3608,1401,107,150,171,147,361,2,0,302,2,0,0,0,0,0,48,0,0,88,0,0,1254,8,1,35,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,HIDA,141447,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:08:41",2079,1999,1,70,9,1122,1042,1,70,9,1076,40,2209,1093,53,75,86,97,542,5,1,215,2,0,0,0,0,0,139,1,0,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"HOROATU CRASNEI",141535,2,FINAL,UAT,CL,CL_CE,"2024-06-13 19:27:12",2145,1978,0,134,33,1354,1187,0,134,33,1297,57,2218,864,64,90,103,114,766,6,1,282,2,0,0,0,0,0,80,0,1,0,0,0,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,ILEANDA,141580,1,FINAL,UAT,CL,CL_CE,"2024-06-10 22:37:12",1798,1693,6,91,8,1201,1099,3,91,8,1147,54,1928,727,57,80,91,97,353,3,1,363,3,1,48,0,0,0,0,0,0,118,1,0,0,0,0,132,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,IP,141722,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:48:12",2887,2857,9,3,18,1690,1667,2,3,18,1617,73,3174,1484,80,113,129,118,198,1,1,295,2,0,0,0,0,0,0,0,0,77,0,0,795,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,LETCA,141786,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:09:25",1459,1276,4,141,38,1068,888,1,141,38,1031,37,1472,404,51,72,82,90,146,1,1,582,6,0,0,0,0,0,134,1,0,134,1,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,LOZNA,141884,2,FINAL,UAT,CL,CL_CE,"2024-06-20 15:40:44",864,681,0,163,20,636,453,0,163,20,621,15,770,134,31,43,49,69,379,5,0,65,0,1,0,0,0,0,36,0,1,141,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,MĂERIŞTE,142006,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:13:59",2469,2351,13,60,45,1511,1402,4,60,45,1466,45,2645,1134,73,102,117,124,684,5,1,394,3,0,0,0,0,0,38,0,0,114,0,1,90,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,MARCA,141946,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:10:12",2001,1946,0,18,37,1300,1245,0,18,37,1239,61,2149,849,61,86,99,110,497,4,0,529,4,1,0,0,0,0,0,0,0,75,0,1,109,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"MESEŞENII DE JOS",142079,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:14:56",2691,2558,2,101,30,1776,1645,0,101,30,1708,68,2895,1119,85,119,136,131,282,2,0,558,4,0,0,0,0,0,0,0,0,556,4,0,312,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,MIRŞID,142122,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:33:21",1931,1848,2,53,28,1286,1205,0,53,28,1230,56,2080,794,61,86,98,105,367,3,0,623,5,1,0,0,0,0,56,0,0,80,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"MUNICIPIUL ZALĂU",139704,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:51:18",55076,54563,157,291,65,23801,23443,2,291,65,23330,452,61302,37486,1166,1633,1866,1026,4119,4,0,10467,10,0,0,0,0,0,0,0,0,1611,1,1,3337,3,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,1,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,NĂPRADEA,142177,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:39:14",2130,2070,2,23,35,1380,1323,1,23,33,1310,70,2316,936,65,91,104,113,523,4,1,555,4,1,0,0,0,0,66,0,0,61,0,0,0,0,0,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,NUŞFALĂU,142239,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:15:31",3081,3030,9,14,28,2066,2023,1,14,28,1946,120,3375,1309,97,136,155,142,123,0,1,225,1,0,142,1,0,0,0,0,0,0,0,0,977,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,2,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"ORAŞ CEHU SILVANIEI",139740,2,FINAL,UAT,CL,CL_CE,"2024-06-13 15:41:29",6084,5943,6,13,122,3382,3247,0,13,122,3270,112,6671,3289,163,228,261,190,775,4,0,0,0,0,0,0,0,0,0,0,0,153,0,0,1295,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"ORAŞ JIBOU",139811,1,FINAL,UAT,CL,CL_CE,"2024-06-10 12:16:00",8984,8677,16,170,121,4710,4418,1,170,121,4508,202,9938,5228,225,315,360,241,639,2,0,2176,9,0,76,0,0,0,0,0,0,224,0,0,424,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,1,1,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"ORAŞ ŞIMLEU SILVANIEI",139884,1,FINAL,UAT,CL,CL_CE,"2024-06-10 16:57:03",13154,13042,17,68,27,6967,6871,1,68,27,6678,289,14530,7563,333,467,534,345,3558,10,0,1282,3,1,0,0,0,0,288,0,0,300,0,0,1032,2,1,132,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,PERICEI,142284,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:15:43",2996,2929,4,16,47,1770,1707,0,16,47,1721,49,3259,1462,86,120,137,127,320,2,0,220,1,1,0,0,0,0,0,0,0,0,0,0,1113,8,1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,PLOPIŞ,142337,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:16:27",1949,1871,20,33,25,1122,1069,0,28,25,1058,64,2100,978,52,74,84,88,405,4,1,192,2,0,0,0,0,0,63,0,1,0,0,0,0,0,0,123,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,2,0,25,0,0,0,0,0,0,0,0
33,SĂLAJ,"POIANA BLENCHII",142373,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:17:10",922,826,1,51,44,721,625,1,51,44,700,21,945,224,35,49,56,74,278,3,1,342,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,ROMÂNAŞI,142426,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:18:05",2475,2344,6,64,61,1446,1321,0,64,61,1363,83,2651,1205,68,95,109,104,787,7,1,233,2,0,0,0,0,0,0,0,0,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1,0,0,0,0
33,SĂLAJ,RUS,142499,1,FINAL,UAT,CL,CL_CE,"2024-06-11 07:51:50",927,767,2,138,20,711,552,1,138,20,692,19,856,145,34,48,55,76,366,4,1,178,2,0,0,0,0,0,39,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,SÂG,142612,1,FINAL,UAT,CL,CL_CE,"2024-06-10 14:59:05",2549,2516,1,29,3,1411,1379,0,29,3,1309,102,2774,1363,65,91,104,100,416,4,0,411,4,0,0,0,0,0,82,0,1,152,1,1,0,0,0,248,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,SĂLĂŢIG,142550,1,FINAL,UAT,CL,CL_CE,"2024-06-10 09:03:34",2121,2005,3,22,91,1489,1374,2,22,91,1444,45,2293,804,72,101,115,124,468,3,1,177,1,0,0,0,0,0,0,0,0,65,0,0,722,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,ŞAMŞUD,142854,1,FINAL,UAT,CL,CL_CE,"2024-06-10 03:05:41",1413,1352,2,3,56,807,747,2,3,55,757,50,1518,711,37,52,60,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,"SÂNMIHAIU ALMAŞULUI",142676,1,FINAL,UAT,CL,CL_CE,"2024-06-10 07:37:10",1273,1247,1,20,5,775,750,0,20,5,710,65,1379,604,35,49,56,61,98,1,0,344,5,1,126,2,0,0,0,0,0,109,1,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,ŞĂRMĂŞAG,142881,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:22:09",5290,5116,9,27,138,3038,2870,3,27,138,2934,104,5781,2743,146,205,234,191,387,2,0,188,0,1,0,0,0,0,0,0,0,67,0,0,2292,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,ŞIMIŞNA,179695,1,FINAL,UAT,CL,CL_CE,"2024-06-10 10:57:51",879,809,0,36,34,528,458,0,36,34,517,8,921,392,25,36,41,57,234,4,0,283,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,SOMEŞ-ODORHEI,142710,1,FINAL,UAT,CL,CL_CE,"2024-06-10 11:50:05",2206,2085,1,35,85,1362,1247,0,35,80,1300,61,2433,1071,65,91,104,118,520,4,1,201,1,1,0,0,0,0,258,2,0,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,1,0
33,SĂLAJ,SURDUC,142774,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:18:53",3346,2875,2,372,97,2482,2012,1,372,97,2356,122,3227,748,117,164,188,173,970,5,1,1285,7,0,21,0,0,0,0,0,0,65,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SĂLAJ,TREZNEA,179631,2,FINAL,UAT,CL,CL_CE,"2024-06-13 16:22:53",946,838,1,89,18,752,645,0,89,18,727,25,917,165,36,50,58,80,220,2,1,423,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
