precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","VELEA MARIAN-voturi"
4,BACĂU,"PRIMĂRIA HORGEŞTI",389,HORGEŞTI,22941,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:10",1319,1317,0,2,0,519,517,0,2,0,484,35,1400,881,15,37,192,233,4,3
4,BACĂU,"ŞCOALA RĂCĂTĂU",390,HORGEŞTI,22941,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:47:02",937,932,0,5,0,469,464,0,5,0,441,28,1000,531,43,29,124,235,4,6
4,BACĂU,"ŞCOALA RECEA",391,HORGEŞTI,22941,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:46:05",680,673,0,6,1,364,357,0,6,1,336,28,700,336,49,35,89,160,2,1
4,BACĂU,"ŞCOALA SOHODOR",392,HORGEŞTI,22941,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:05:35",1147,1138,0,9,0,598,589,0,9,0,533,56,1300,711,11,156,25,257,44,40
