precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROBA EUGEN-PARTIDUL SOCIAL DEMOCRAT-voturi","NUŢU DUMITRU-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","RUS MARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VODĂ IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ITIGAN MIHAI-MIRCEA-voturi"
34,SIBIU,"CĂMINUL CULTURAL AL COMUNEI MOȘNA",307,MOŞNA,145104,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:19",1002,991,4,7,0,548,540,1,7,0,537,11,1085,537,113,247,45,6,126
34,SIBIU,"CĂMINUL CULTURAL AL COMUNEI MOȘNA",306,MOŞNA,145104,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:55",1081,1079,2,0,0,477,477,0,0,0,447,30,1190,713,75,114,126,18,114
34,SIBIU,"PUNCT DE LUCRU PRIMĂRIE (FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL ALMA VII)",308,MOŞNA,145104,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:08",333,320,7,6,0,152,141,5,6,0,146,6,350,198,11,103,19,3,10
34,SIBIU,"ȘCOALA GIMNAZIALĂ NEMȘA",309,MOŞNA,145104,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:05:35",496,489,2,5,0,261,256,0,5,0,254,7,540,279,26,127,58,3,40
