precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
17,DOLJ,"CĂMIN CULTURAL",258,BRATOVOEŞTI,71199,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:18",1172,1130,0,31,11,663,621,0,31,11,633,30,1217,554,43,74,52,464
17,DOLJ,"ȘCOALA PRIMARĂ BĂDOȘI",259,BRATOVOEŞTI,71199,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:53:44",718,704,0,9,5,409,395,0,9,5,393,16,800,391,40,21,40,292
17,DOLJ,"ȘCOALA PRIMARĂ GEOROCU MARE",260,BRATOVOEŞTI,71199,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:24",392,366,1,17,8,250,225,0,17,8,244,6,400,150,19,12,14,199
17,DOLJ,"ȘCOALA PRIMARĂ PRUNET",261,BRATOVOEŞTI,71199,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:15:20",495,467,1,25,2,369,341,1,25,2,355,14,500,131,58,20,16,261
