precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞORICI CONSTANTIN-FLAVIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GHIMIŞI CONSTATIN-IULIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","VERDEŞ ŞTEFAN-PARTIDUL SOCIAL DEMOCRAT-voturi","IVANCU ALEXANDRINA-UNIUNEA SALVAȚI ROMÂNIA-voturi","FILIP GABRIEL-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","LISANDRU JAN-voturi"
40,VÂLCEA,"CLĂDIRE GRĂDINIȚĂ PÎRÎIENII DE JOS",275,LIVEZI,170872,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:49:33",920,872,0,25,23,590,542,0,25,23,570,20,980,390,274,37,238,20,1,0
40,VÂLCEA,"CLĂDIRE ȘCOALĂ I-IV TINA",274,LIVEZI,170872,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:28:38",535,491,0,23,21,428,384,0,23,21,384,8,590,198,156,29,174,16,8,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV PLEŞOIU",276,LIVEZI,170872,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:00:55",278,239,0,23,16,238,199,0,23,16,230,8,300,62,61,34,125,10,0,0
