precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRISTINESCU GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GÎRBEA AHMED-CORNEL-PARTIDUL SOCIAL DEMOCRAT-voturi","TOMA CONSTANTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BRÎNZEA NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","CEAUŞU DANIEL-PARTIDUL MIȘCAREA POPULARĂ-voturi","BĂRBUCEANU MARIAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
31,PRAHOVA,"GRĂDINIŢA DE COPII DIN GÎRBEASCA",555,STARCHIOJD,135315,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:53:30",1125,1121,1,3,0,697,694,0,3,0,676,18,1200,506,35,223,7,372,22,17
31,PRAHOVA,"GRĂDINIŢA DE COPII DIN SATUL STARCHIOJD",554,STARCHIOJD,135315,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:35:31",1287,1279,0,7,1,761,753,0,7,1,753,8,1452,691,73,206,9,404,54,7
31,PRAHOVA,"ŞCOALA DIN SATUL VALEA ANEI",556,STARCHIOJD,135315,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:33:49",388,383,0,5,0,195,190,0,5,0,182,13,400,205,31,83,4,52,7,5
