precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi"
3,ARGEŞ,"GRĂDINIŢA BUJOI",235,BOGAŢI,14584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:23",510,497,3,8,2,331,321,0,8,2,326,5,550,219,130,97,32,8,5,54
3,ARGEŞ,"ŞCOALA BOGAŢI",234,BOGAŢI,14584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:31:31",1273,1263,1,8,1,731,722,0,8,1,701,30,1411,680,262,228,58,23,8,122
3,ARGEŞ,"ŞCOALA CHIŢEŞTI",236,BOGAŢI,14584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:57",219,208,0,11,0,137,126,0,11,0,132,5,230,93,35,34,12,4,5,42
3,ARGEŞ,"ŞCOALA GLÎMBOCEL",237,BOGAŢI,14584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:56:00",157,148,0,9,0,102,93,0,9,0,95,7,161,59,48,26,8,5,2,6
3,ARGEŞ,"ŞCOALA GLÎMBOCELU",238,BOGAŢI,14584,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:25:27",600,590,0,10,0,347,337,0,10,0,332,15,650,303,132,106,25,3,9,57
3,ARGEŞ,"ŞCOALA SUSENI",239,BOGAŢI,14584,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:20:53",738,719,1,7,11,459,441,0,7,11,443,14,820,361,231,116,57,8,6,25
