precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GERGELY KAROLY-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"CĂMINUL CULTURAL VALEA RECE",167,"LUNCA DE JOS",84656,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:38:03",1230,1220,2,5,3,675,667,0,5,3,652,23,1300,625,652
21,HARGHITA,"CLĂDIREA PRIMĂRIEI",164,"LUNCA DE JOS",84656,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:44:42",606,604,0,2,0,264,262,0,2,0,258,6,700,436,258
21,HARGHITA,"ŞCOALA GIMNAZIALA ” MAJLATH GUSZTAV KAROLY”",165,"LUNCA DE JOS",84656,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:23",1413,1407,3,2,1,594,589,2,2,1,549,45,1500,906,549
21,HARGHITA,"ŞCOALA PRIMARA GURA VAII RECE",168,"LUNCA DE JOS",84656,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:36:28",895,887,1,6,1,499,492,0,6,1,479,20,960,461,479
21,HARGHITA,"ŞCOALA PRIMARA PUNTEA LUPULUI II",166,"LUNCA DE JOS",84656,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:09:56",121,114,0,7,0,85,78,0,7,0,85,0,200,115,85
