precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COSTEA AUREL-GINU-PARTIDUL NAȚIONAL LIBERAL-voturi","POPA FLORIN-MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","STREMCIUC IONUŢ-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GROZA FLORIN-TEODOR-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
2,ARAD,"CĂMINUL CULTURAL ALMAŞ",176,ALMAŞ,9743,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:02:47",1131,1083,4,10,34,760,717,1,8,34,744,16,1190,430,432,217,64,31
2,ARAD,"CĂMINUL CULTURAL CIL",177,ALMAŞ,9743,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:42:41",447,430,0,5,12,277,260,0,5,12,267,10,490,213,155,84,8,20
2,ARAD,"CĂMINUL CULTURAL JOIA MARE",178,ALMAŞ,9743,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:43",149,140,0,6,3,100,91,0,6,3,98,2,150,50,43,40,8,7
2,ARAD,"CĂMINUL CULTURAL RĂDEŞTI",179,ALMAŞ,9743,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:38:32",344,317,0,10,17,255,228,0,10,17,242,13,370,115,135,77,5,25
