precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BURLACU FĂNEL-PARTIDUL SOCIAL DEMOCRAT-voturi","DUMITRACHE CIPRIAN-COSTEL-PARTIDUL NAȚIONAL LIBERAL-voturi","FOTACHE TITI-PARTIDUL PRO ROMÂNIA-voturi"
10,BUZĂU,"CĂMIN CULTURAL",327,RÂMNICELU,48968,1,PART,PRCNCT,P,P_SV,"2024-06-10 22:08:34",1057,1045,0,12,0,768,756,0,12,0,744,24,1140,372,362,21,361
10,BUZĂU,"SCOALA NR.2 SAT RAMNICELU",328,RÂMNICELU,48968,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:52:45",1455,1450,0,5,0,1062,1057,0,5,0,1039,23,1620,558,248,30,761
10,BUZĂU,"ŞCOALA SAT COLIBAŞI",329,RÂMNICELU,48968,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:02:12",342,330,1,11,0,237,226,0,11,0,232,5,360,123,218,5,9
10,BUZĂU,"ŞCOALA SAT FOTIN",330,RÂMNICELU,48968,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:29:29",204,196,0,8,0,132,124,0,8,0,124,8,220,88,89,7,28
10,BUZĂU,"SCOALA SAT ŞTIUBEI",331,RÂMNICELU,48968,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:39:11",486,476,1,9,0,336,327,0,9,0,329,7,519,182,298,4,27
