precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PUTINICĂ ELENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NICOLAE STANCU-PARTIDUL SOCIAL DEMOCRAT-voturi","OPREA GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi"
10,BUZĂU,"ȘCOALA GIMNAZIALĂ BOBOC",214,COCHIRLEANCA,46377,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:48",1317,1309,0,8,0,805,797,0,8,0,789,16,1440,635,57,223,509
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.1",212,COCHIRLEANCA,46377,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:54",1242,1219,0,17,6,779,756,0,17,6,757,22,1340,561,397,263,97
10,BUZĂU,"SCOALA GIMNAZIALA COCHIRLEANCA NR.2",213,COCHIRLEANCA,46377,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:53",800,788,0,5,7,534,522,0,5,7,515,19,880,346,276,165,74
10,BUZĂU,"SCOALA PRIMARA GARA BOBOCU",215,COCHIRLEANCA,46377,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:47:20",178,172,0,6,0,178,172,0,6,0,178,0,340,162,18,112,48
10,BUZĂU,"SCOALA PRIMARA ROSIORU",216,COCHIRLEANCA,46377,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:20",531,522,0,6,3,333,324,0,6,3,324,9,570,237,78,190,56
10,BUZĂU,"SCOALA PRIMARA TARLELE",217,COCHIRLEANCA,46377,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:22",42,35,0,7,0,27,20,0,7,0,26,1,40,13,12,8,6
