precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
17,DOLJ,"CENTRUL SOCIAL",371,GOICEA,72640,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 17:51:20",1176,1035,1,86,54,780,651,0,86,43,734,46,1185,405,52,362,302,18
17,DOLJ,"GRĂDINIȚA NR.2",372,GOICEA,72640,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:41:21",845,781,1,33,30,503,440,0,33,30,451,52,900,397,37,172,216,26
