precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"CĂMIN CULTURAL ȘIBOT",401,ŞIBOT,7810,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:36:56",1204,1153,2,24,25,750,699,2,24,25,717,25,1270,528,316,84,193,124
1,ALBA,"CĂMINUL CULTURAL BALOMIR",402,ŞIBOT,7810,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:07:46",515,486,1,13,15,308,280,0,13,15,301,7,530,222,129,15,112,45
1,ALBA,"CLĂDIRE ADMINISTRATIVĂ SĂRĂCSĂU (FOSTA ŞCOALĂ GENERALĂ)",404,ŞIBOT,7810,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:05:29",148,139,0,5,4,71,62,0,5,4,70,1,155,84,16,4,31,19
1,ALBA,"ŞCOALA PRIMARĂ BĂCĂINŢI",403,ŞIBOT,7810,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:09:44",213,203,0,4,6,136,126,0,4,6,130,5,230,94,18,2,93,17
