precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi"
30,OLT,"CĂMINUL CULTURAL POGANU",362,VERGULEASA,129816,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:16",919,876,0,13,30,556,513,0,13,30,535,21,980,424,74,405,40,16
30,OLT,"GRADINITA CU PROGRAM NORMAL CUCUETI",360,VERGULEASA,129816,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:34",675,652,0,7,16,401,385,0,0,16,388,13,754,353,26,316,26,20
30,OLT,"ŞCOALA GENERALĂ I-IV",361,VERGULEASA,129816,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:33:35",549,536,0,2,11,325,312,0,2,11,312,13,625,300,70,206,33,3
