precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","FORȚA DREPTEI-voturi"
30,OLT,"LICEUL IANCU JIANU",227,"IANCU JIANU",127288,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:05:32",1265,1247,0,8,10,689,671,0,8,10,669,20,1385,696,69,54,468,78
30,OLT,"SCOALA GENERALA NR 1 IANCU JIANU",226,"IANCU JIANU",127288,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:09:28",1424,1412,0,5,7,723,711,0,5,7,694,29,1555,832,115,34,450,95
30,OLT,"ŞCOALA GIMNAZIALĂ DOBRICENI",228,"IANCU JIANU",127288,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:10:37",771,756,0,9,6,420,405,0,9,6,400,20,847,427,76,21,280,23
