precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
29,NEAMŢ,"CENTRU CULTURAL MULTIFUNCTIONAL",489,ZĂNEŞTI,125061,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:06",1150,1130,1,4,15,617,598,0,4,15,595,22,1200,583,86,38,290,43,138
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL, LOC TRAIAN",490,ZĂNEŞTI,125061,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:38:24",857,851,0,5,1,422,416,0,5,1,408,14,900,478,53,34,215,50,56
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 1, LOC ZĂNEŞTI",488,ZĂNEŞTI,125061,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:59:36",1394,1376,0,3,15,746,728,0,3,15,715,31,1500,754,138,40,406,41,90
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ NR. 2, LOC ZĂNEŞTI",487,ZĂNEŞTI,125061,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:38",1513,1502,1,4,6,730,722,0,4,4,707,23,1600,870,144,36,364,64,99
