precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL PRO ROMÂNIA-voturi"
34,SIBIU,"PRIMARIA COMUNEI PĂUCA",317,PĂUCA,145220,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 19:41:39",636,624,1,1,10,218,207,0,1,10,208,8,700,482,13,20,112,24,39
34,SIBIU,"ŞCOALA GIMNAZIALA BOGATU-ROMÂN",318,PĂUCA,145220,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:01:29",360,353,0,4,3,191,184,0,4,3,188,3,390,199,34,2,145,4,3
34,SIBIU,"ŞCOALA PRIMARA BROŞTENI",319,PĂUCA,145220,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:16:27",255,249,1,2,3,150,145,0,2,3,144,6,288,138,22,2,107,2,11
34,SIBIU,"ŞCOALA PRIMARA PRESACA",320,PĂUCA,145220,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:30:33",282,280,0,2,0,178,176,0,2,0,172,6,300,122,26,2,131,2,11
