precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BELU MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","STOENESCU DUMITREL-TITEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
17,DOLJ,"CAMINUL CULTURAL BOURENI",226,AFUMAŢI,70520,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:34:21",824,777,0,29,18,559,512,0,29,18,531,28,900,341,340,191
17,DOLJ,"CAMINUL CULTURAL COVEI",227,AFUMAŢI,70520,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:17:53",382,358,0,18,6,241,217,0,18,6,233,8,400,159,87,146
17,DOLJ,"CONSILIUL LOCAL AFUMATI",225,AFUMAŢI,70520,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:18:09",972,866,0,70,36,671,565,0,70,36,653,18,894,223,128,525
