precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"CASA DE CULTURĂ RACU",220,RACU,86495,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:02:20",909,872,1,0,36,541,505,0,0,36,532,9,1000,459,532
21,HARGHITA,"ŞCOALA GIMNAZIALĂ GÂRCIU",221,RACU,86495,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:19:34",394,374,1,0,19,245,226,0,0,19,239,6,400,155,239
