precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA ILIE-PARTIDUL SOCIAL DEMOCRAT-voturi","POPA GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","POMANĂ ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
17,DOLJ,"ŞCOALA GENERALĂ CĂLINEŞTI",411,MISCHII,73246,3,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:46",128,87,0,29,12,109,68,0,29,12,105,4,120,11,34,71,0
17,DOLJ,"ŞCOALA GENERALĂ MISCHII",410,MISCHII,73246,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:41:54",599,481,1,74,43,503,385,1,74,43,483,16,561,58,185,289,9
17,DOLJ,"ŞCOALA GENERALĂ MLECĂNEŞTI",412,MISCHII,73246,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:49:12",483,411,0,40,32,369,297,0,40,32,354,15,470,101,166,182,6
17,DOLJ,"ŞCOALA GENERALĂ URECHEŞTI",413,MISCHII,73246,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:18:56",545,447,0,61,37,448,350,0,61,37,438,10,500,52,88,339,11
