precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂGURĂ AURORA-PARTIDUL SOCIAL DEMOCRAT-voturi","ŢÎRCĂ ANDA-ELENA-PARTIDUL NAȚIONAL LIBERAL-voturi","ZĂBAVĂ ANDREEA-LOREDANA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŞERBAN CONSTANTIN-FORȚA DREPTEI-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL POPEŞTI",341,POPEŞTI,172377,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:40:15",386,346,0,18,22,279,239,0,18,22,274,5,410,131,174,98,1,1
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV POPEŞTI",339,POPEŞTI,172377,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:37",539,485,0,43,11,397,343,0,43,11,392,5,550,153,332,48,2,10
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII DĂEŞTI",340,POPEŞTI,172377,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:24",813,725,2,41,45,577,490,1,41,45,554,23,850,273,442,99,2,11
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII URŞI",342,POPEŞTI,172377,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:49:39",832,752,1,39,40,595,515,1,39,40,589,6,880,285,484,79,4,22
