precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TIPEA IONUŢ-ALEXANDRU-voturi"
5,BIHOR,"AFTER SCHOOL",525,ROŞIA,30844,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:48",492,478,0,3,11,390,376,0,3,11,377,13,537,147,215,83,10,69
5,BIHOR,"FOSTĂ GRADINIȚA PONIȚA",526,ROŞIA,30844,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:40:17",602,591,1,2,8,448,437,1,2,8,426,22,644,196,303,67,24,32
5,BIHOR,"ŞCOALA CU CLASELE I-IV LAZURI",527,ROŞIA,30844,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:33:05",322,312,0,4,6,243,233,0,4,6,232,11,348,105,146,39,6,41
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR. 1 ROȘIA - CORP B",524,ROŞIA,30844,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:57",492,482,0,3,7,388,378,0,3,7,379,9,538,150,261,67,15,36
