precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALBU COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","DOROBANŢU STĂVĂREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DIMACHE DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","NECHIFOR MIHĂLUŞ-PARTIDUL S.O.S. ROMÂNIA-voturi","GORGOVAN IULIAN-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","MATEESCU IOANA-voturi"
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA",273,VICTORIA,44435,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:15",843,839,0,0,4,548,544,0,0,4,541,7,922,374,209,231,82,6,1,12
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA",274,VICTORIA,44435,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:02",805,799,1,1,4,554,548,1,1,4,541,13,878,324,200,219,114,3,0,5
9,BRĂILA,"SCOALA GIMNAZIALA VICTORIA STRUCTURA SCOLARA GIMNAZIALA MIHAI BRAVU",275,VICTORIA,44435,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:14:54",1156,1151,0,4,1,730,725,0,4,1,714,16,1260,530,518,140,29,14,10,3
