precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂRIUŢ ION-EMANUEL-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞCHIOPU PETRICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","IGNAT PETRICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OSACIUC TITI-PARTIDUL PRO ROMÂNIA-voturi","VORONEANU CEZAR-MIHAI-PARTIDUL S.O.S. ROMÂNIA-voturi","CLOPOTARIU MIHAI-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SECHEL MARCEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
29,NEAMŢ,"CĂMINUL CULTURAL HÎRTOP",171,BÂRGĂUANI,121466,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:55:33",182,177,1,4,0,116,112,0,4,0,113,3,200,84,38,48,6,13,4,2,2
29,NEAMŢ,"FOSTA GRĂDINIȚĂ DE COPII BÎRGĂUANI DEAL",167,BÂRGĂUANI,121466,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:11",437,411,0,12,14,279,253,0,12,14,266,13,500,221,63,181,8,2,7,0,5
29,NEAMŢ,"FOSTA ȘCOALĂ PRIMARĂ BREAZA",169,BÂRGĂUANI,121466,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:05",154,151,0,1,2,105,102,0,1,2,104,1,172,67,7,56,3,5,0,2,31
29,NEAMŢ,"FOSTA ȘCOALĂ PRIMARĂ CERTIENI",170,BÂRGĂUANI,121466,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:48",165,156,0,9,0,103,94,0,9,0,100,3,200,97,35,48,1,4,4,1,7
29,NEAMŢ,"FOSTA ȘCOALĂ PRIMARĂ VLĂDICENI",173,BÂRGĂUANI,121466,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:31",441,434,0,6,1,226,219,0,6,1,214,12,500,274,84,90,7,11,18,1,3
29,NEAMŢ,"PRIMĂRIA BÎRGĂUANI",166,BÂRGĂUANI,121466,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:55",398,382,0,11,5,235,219,0,11,5,225,9,500,266,69,131,6,6,5,4,4
29,NEAMŢ,"ȘCOALA PRIMARĂ BĂLĂNEȘTI",168,BÂRGĂUANI,121466,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:04:19",521,508,0,3,10,280,267,0,3,10,270,10,600,320,117,71,5,24,49,3,1
29,NEAMŢ,"ȘCOALA PRIMARĂ TALPA",172,BÂRGĂUANI,121466,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:52",499,479,3,6,11,305,287,1,6,11,293,12,600,295,47,106,7,95,3,20,15
