precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GYÖRGY SÁNDOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
21,HARGHITA,"CĂMINUL CULTURAL IGHIU",280,ULIEŞ,86222,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:47:12",57,51,0,6,0,24,18,0,6,0,22,2,150,126,22
21,HARGHITA,"CĂMINUL CULTURAL NICOLEȘTI",281,ULIEŞ,86222,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:55:16",185,180,0,5,0,96,91,0,5,0,88,8,150,54,88
21,HARGHITA,"CĂMINUL CULTURAL PETECU",282,ULIEŞ,86222,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:40:03",177,174,0,3,0,60,57,0,3,0,55,5,200,140,55
21,HARGHITA,"CĂMINUL CULTURAL ULIEȘ",278,ULIEŞ,86222,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:05:35",276,274,0,2,0,154,152,0,2,0,139,15,250,0,139
21,HARGHITA,"ȘCOALA PRIMARĂ DAIA",279,ULIEŞ,86222,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:23:52",232,227,2,3,0,87,83,1,3,0,80,7,250,163,80
