precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BLIDAR NELU-PARTIDUL NAȚIONAL LIBERAL-voturi","BÁLINT ERVIN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ANTIŞAN CIPRIAN-AURELIAN-ALIANȚA ELECTORALĂ PSD PRO ROMÂNIA-voturi","OLĂHUŢ DINU-PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
33,SĂLAJ,"HOROATU CEHULUI NR. 23 ȘCOALA PRIMARĂ",43,"ORAŞ CEHU SILVANIEI",139740,2,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:05",141,134,0,5,2,83,76,0,5,2,79,4,200,117,32,9,37,1
33,SĂLAJ,"LICEUL TEHNOLOGIC ”GHEORGHE POP DE BĂSEȘTI”",40,"ORAŞ CEHU SILVANIEI",139740,2,PART,PRCNCT,P,P_SV,"2024-06-10 14:44:44",1386,1363,0,0,23,725,702,0,0,23,702,23,1471,746,69,361,251,21
33,SĂLAJ,"PIAȚA TRANDAFIRILOR NR. 29 CLUBUL COPIILOR",42,"ORAŞ CEHU SILVANIEI",139740,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:10:03",1398,1369,3,4,22,718,692,0,4,22,702,16,1500,782,66,309,297,30
33,SĂLAJ,"SAT MOTIȘ NR. 228 ȘCOALA GIMNAZIALĂ ”GHEORGHE ȘINCAI”",44,"ORAŞ CEHU SILVANIEI",139740,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:37:28",579,567,0,0,12,345,333,0,0,12,331,14,650,305,108,23,182,18
33,SĂLAJ,"SAT NADIȘ NR.127 ȘCOALA PRIMARĂ",45,"ORAŞ CEHU SILVANIEI",139740,2,PART,PRCNCT,P,P_SV,"2024-06-13 12:53:22",410,398,1,4,7,286,275,0,4,7,280,6,500,214,135,10,70,65
33,SĂLAJ,"SAT ULCIUG NR.86 CĂMINUL CULTURAL",46,"ORAŞ CEHU SILVANIEI",139740,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:13:46",720,694,0,0,26,454,428,0,0,26,431,23,800,346,127,188,114,2
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ”ANDREI MUREȘANU”",41,"ORAŞ CEHU SILVANIEI",139740,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:30",1450,1418,2,0,30,771,741,0,0,30,749,22,1550,779,114,333,284,18
