precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BALMUŞ VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DAMIAN IONEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞERBAN ROBERT-NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","NEGRU TOADER VIRGIL-PARTIDUL ROMÂNIA MARE-voturi"
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”ALBATROS” EFORIE SUD",289,"ORAŞ EFORIE",60455,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:33:33",982,962,14,6,0,501,495,0,6,0,475,22,1060,559,79,79,266,51
14,CONSTANŢA,"HOTEL ”TRAIAN” EFORIE NORD",290,"ORAŞ EFORIE",60455,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:46:56",1296,1286,4,3,3,603,597,0,3,3,579,24,1421,818,56,53,420,50
14,CONSTANŢA,"LICEUL TEORETIC CARMEN SILVA EFORIE",287,"ORAŞ EFORIE",60455,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:54:06",1407,1384,15,1,7,770,762,0,1,7,740,30,1546,776,143,74,425,98
14,CONSTANŢA,"SALA DE SPORT EFORIE NORD",291,"ORAŞ EFORIE",60455,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:05:17",1495,1474,9,12,0,751,739,0,12,0,720,31,1614,863,88,66,479,87
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR.1 EFORIE NORD",292,"ORAŞ EFORIE",60455,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:10:42",1597,1584,0,5,8,826,813,0,5,8,798,28,1744,918,103,58,550,87
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR.1 EFORIE NORD",293,"ORAŞ EFORIE",60455,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:32:13",844,834,0,8,2,388,378,0,8,2,375,13,947,559,43,37,258,37
14,CONSTANŢA,"SEDIUL POLITIEI LOCALE EFORIE SUD",288,"ORAŞ EFORIE",60455,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:48:01",1451,1434,8,4,5,723,714,0,4,5,668,55,1580,857,134,49,400,85
