precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",286,GHERĂEŞTI,122668,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:18:18",1435,1417,3,2,13,629,612,2,2,13,613,16,1600,971,129,164,254,66
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",284,GHERĂEŞTI,122668,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:48:23",1436,1426,0,0,10,637,627,0,0,10,621,16,1600,963,117,172,259,73
29,NEAMŢ,"SCOALA GIMNAZIALA, COMUNA GHERAESTI",285,GHERĂEŞTI,122668,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:42",1338,1329,0,2,7,608,599,0,2,7,593,15,1500,892,118,154,258,63
29,NEAMŢ,"SCOALA PRIMARA, GHERAESTII NOI",287,GHERĂEŞTI,122668,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:04",491,488,0,3,0,249,246,0,3,0,239,10,600,351,93,33,99,14
29,NEAMŢ,"SCOALA PRIMARA, TETCANI",288,GHERĂEŞTI,122668,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:58:23",745,738,0,6,1,280,273,0,6,1,268,12,800,520,59,92,94,23
