precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUŞAT CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","COMAN ION-PARTIDUL SOCIAL DEMOCRAT-voturi","ABAGERIU-MIRICĂ MARIA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ŞINDRILARU COSTINEL-PARTIDUL ROMÂNIA MARE-voturi"
10,BUZĂU,"CENTRUL DE ZI « DOAMNA NEAGA » PENTRU COPII CU VÂRSTE CUPRINSE ÎNTRE 3-6 ANI",209,CISLĂU,46313,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:45:10",620,604,0,8,8,389,373,0,8,8,376,13,665,276,181,183,9,3
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 COMUNA CISLĂU",208,CISLĂU,46313,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:29:33",1767,1717,0,24,26,1122,1072,0,24,26,1104,18,4109,2987,519,433,97,55
10,BUZĂU,"ŞCOALA GIMNAZIALĂ SAT SCĂRIŞOARA, COMUNA CISLĂU",211,CISLĂU,46313,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:47:44",1037,1006,0,9,22,716,685,0,9,22,691,25,1107,391,333,313,25,20
10,BUZĂU,"ŞCOALA PRIMARĂ SAT GURA BÂSCEI, COMUNA CISLĂU",210,CISLĂU,46313,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:44",351,343,0,4,4,212,204,0,4,4,208,4,378,166,113,74,10,11
