precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
20,GORJ,"CĂMINUL CULTURAL „IZVORUL”",278,"ROŞIA DE AMARADIA",81497,4,PART,PRCNCT,CL,CL_SV,"2024-06-13 12:23:18",1114,1081,0,12,21,747,714,0,12,21,735,12,1200,453,78,24,471,162
20,GORJ,"GRĂDINIȚA ȘITOAIA",281,"ROŞIA DE AMARADIA",81497,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 12:57:03",279,267,0,5,7,170,158,0,5,7,167,3,300,130,12,2,130,23
20,GORJ,"ŞCOALA PRIMARĂ RUGET",279,"ROŞIA DE AMARADIA",81497,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:44:47",464,454,0,6,4,266,256,0,6,4,258,8,500,234,8,7,216,27
20,GORJ,"ŞCOALA PRIMARĂ SECIURILE",280,"ROŞIA DE AMARADIA",81497,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 12:44:32",575,563,0,5,7,370,358,0,5,7,364,6,644,274,21,21,263,59
