precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL PRO ROMÂNIA-voturi"
28,MUREŞ,"CAMIN CULTURAL",338,CUCI,116439,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:21",139,127,0,7,5,89,77,0,7,5,81,8,145,56,31,14,15,1,0,0,20
28,MUREŞ,"CĂMIN CULTURAL",339,CUCI,116439,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:37:18",427,405,0,10,12,243,221,0,10,12,229,14,451,208,67,133,14,6,3,1,5
28,MUREŞ,"PRIMĂRIA CUCI",336,CUCI,116439,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:15:45",655,622,1,2,30,430,398,0,2,30,410,19,710,281,127,51,29,72,50,22,59
28,MUREŞ,"SCOALA PRIMARĂ",337,CUCI,116439,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:11:33",261,242,0,6,13,150,131,0,6,13,138,12,265,115,62,17,27,3,21,1,7
