precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL CADAR",593,TORMAC,159035,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:48",230,219,0,9,2,127,116,0,9,2,113,14,293,166,36,52,12,13
37,TIMIŞ,"CĂMINUL CULTURAL ŞIPET",594,TORMAC,159035,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:21:22",772,743,0,12,17,406,377,0,12,17,396,10,796,390,183,86,24,103
37,TIMIŞ,"CĂMINUL CULTURAL TORMAC",592,TORMAC,159035,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:11:30",1437,1402,2,14,19,822,788,1,14,19,781,37,1400,578,269,156,288,68
