precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IFTIME VALERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","TRUFIN LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CILIBIU EUSEBIU-LAURENŢIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","AMARANDEI DOINA-PARTIDUL S.O.S. ROMÂNIA-voturi","LĂCĂTUŞU-ANDREI CRISTINA-ANETA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ANDRUŞ DĂNUŢ-voturi"
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",40,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:14",1121,1109,1,11,0,443,432,0,11,0,432,11,1200,757,223,121,41,20,12,15
7,BOTOŞANI,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 23",25,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:11:44",1152,1136,1,15,0,456,441,0,15,0,439,17,1292,836,206,160,26,18,20,9
7,BOTOŞANI,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR.6 DOROHOI(PREȘCOLAR)",88,"MUNICIPIUL DOROHOI",36006,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:04:04",1668,1660,0,8,0,739,731,0,8,0,723,16,1800,1061,276,321,56,28,20,22
7,BOTOŞANI,"GRĂDINIŢA DE COPII",353,RIPICENI,38731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:07:41",1756,1743,0,4,9,418,405,0,4,9,401,17,1915,1497,128,198,49,11,11,4
7,BOTOŞANI,"GRĂDINIŢA DE COPII TRUSESTI",385,TRUŞEŞTI,39328,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:24",1046,1035,0,7,4,529,519,0,7,3,508,21,1150,621,224,127,120,23,5,9
7,BOTOŞANI,"GRĂDINIŢA DE COPII TRUSESTI",386,TRUŞEŞTI,39328,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:24",1076,1060,1,6,9,499,485,0,6,8,489,10,1172,673,214,130,121,13,5,6
7,BOTOŞANI,"GRĂDINIŢA DRISLEA",388,TRUŞEŞTI,39328,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:27:18",863,846,1,11,5,501,485,0,11,5,483,18,920,419,187,147,135,6,7,1
7,BOTOŞANI,"GRĂDINIŢA NR.2",115,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:25",1616,1612,0,0,4,572,568,0,0,4,557,15,1712,1140,393,96,18,10,11,29
7,BOTOŞANI,"GRĂDINIȚA NR. 2 VORNICENI",422,VORNICENI,39836,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:30",993,991,0,2,0,410,408,0,2,0,392,18,1064,654,175,146,16,4,51,0
7,BOTOŞANI,"GRADINITA NUMARUL 2 ICUSENI",428,VORONA,39872,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:53",228,219,0,5,4,124,115,0,5,4,122,2,300,176,68,41,6,1,5,1
7,BOTOŞANI,"GRĂDINIȚA *PRICHINDEL* COȘULA",197,COŞULA,39975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:30",1023,1016,1,4,2,424,418,0,4,2,380,44,1100,676,97,201,36,32,6,8
7,BOTOŞANI,"GRADINITA REDIU",349,RĂUSENI,38679,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:47",416,410,0,2,4,206,200,0,2,4,200,6,450,244,45,148,1,1,3,2
7,BOTOŞANI,"GRADINITA SMARDAN",372,SUHARĂU,38982,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:31:59",585,577,1,4,3,299,292,0,4,3,283,16,677,378,101,105,47,11,10,9
7,BOTOŞANI,"LICEUL „ALEXANDRU CEL BUN”",33,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:19",807,788,0,10,9,337,318,0,10,9,321,16,900,563,173,85,35,7,13,8
7,BOTOŞANI,"LICEUL „ALEXANDRU CEL BUN”",32,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:01",724,712,0,6,6,350,338,0,6,6,342,8,784,434,174,114,21,12,14,7
7,BOTOŞANI,"LICEUL „ALEXANDRU CEL BUN”",31,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:56:44",1324,1309,2,10,3,532,518,1,10,3,513,19,1396,864,250,179,40,17,15,12
7,BOTOŞANI,"LICEUL DE ARTĂ „ȘTEFAN LUCHIAN”",2,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:49:33",1217,1195,4,6,12,542,523,1,6,12,527,15,1300,758,316,152,24,10,16,9
7,BOTOŞANI,"LICEUL DE ARTĂ „ȘTEFAN LUCHIAN”",3,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:14:29",1313,1297,6,10,0,664,653,1,10,0,647,17,1497,833,357,212,26,10,24,18
7,BOTOŞANI,"LICEUL DE ARTĂ „ȘTEFAN LUCHIAN”",1,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:48:35",814,787,2,7,18,362,337,0,7,18,354,8,885,523,196,115,17,6,13,7
7,BOTOŞANI,"LICEUL”DIMITRIE CANTEMIR",112,"ORAŞ DARABANI",35946,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:19:40",1509,1502,1,5,1,586,580,0,5,1,571,15,1600,1014,380,89,28,13,13,48
7,BOTOŞANI,"LICEUL „DIMITRIE NEGREANU”",71,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:40",1206,1203,0,3,0,515,512,0,3,0,506,9,1300,785,270,149,41,16,17,13
7,BOTOŞANI,"LICEUL „DIMITRIE NEGREANU”",72,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:47:02",1061,1055,0,6,0,452,446,0,6,0,436,16,1200,748,205,154,35,13,19,10
7,BOTOŞANI,"LICEUL „DIMITRIE NEGREANU”",70,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:13:51",1165,1158,3,4,0,532,528,0,4,0,522,10,1263,731,256,176,40,19,20,11
7,BOTOŞANI,"LICEUL PEDAGOGIC ”NICOLAE IORGA”",83,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:40:34",1302,1280,2,7,13,596,576,1,6,13,582,14,1400,804,340,137,40,18,30,17
7,BOTOŞANI,"LICEUL PEDAGOGIC ”NICOLAE IORGA”",84,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:37:20",1595,1585,2,7,1,651,643,0,7,1,627,24,1800,1149,289,220,58,32,19,9
7,BOTOŞANI,"LICEUL PEDAGOGIC ”NICOLAE IORGA”",85,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:02:27",1102,1086,4,5,7,477,465,0,5,7,464,13,1256,779,252,137,32,25,8,10
7,BOTOŞANI,"LICEUL ”REGINA MARIA” DOROHOI",98,"MUNICIPIUL DOROHOI",36006,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:57:47",1142,1132,0,8,2,519,509,0,8,2,508,11,1300,781,175,246,35,18,14,20
7,BOTOŞANI,"LICEUL ”REGINA MARIA” DOROHOI",97,"MUNICIPIUL DOROHOI",36006,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:03:29",1304,1295,2,7,0,561,554,0,7,0,548,13,1512,951,183,262,41,35,18,9
7,BOTOŞANI,"LICEUL TEHNOLOGIC COȚUȘCA -CORP A",201,COŢUŞCA,36809,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:33",885,871,0,5,9,238,224,0,5,9,226,12,900,662,75,137,3,3,3,5
7,BOTOŞANI,"LICEUL TEHNOLOGIC COȚUȘCA CORP A",202,COŢUŞCA,36809,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:40:27",1480,1459,0,8,13,438,417,0,8,13,421,17,1600,1162,118,269,16,8,4,6
7,BOTOŞANI,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",125,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:23:58",1024,1016,0,6,2,473,465,0,6,2,464,9,1100,627,343,72,21,13,11,4
7,BOTOŞANI,"LICEUL TEHNOLOGIC ”NICOLAE BĂLCESCU”",126,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:39:38",1171,1147,0,7,17,535,511,0,7,17,515,20,1300,765,377,69,29,8,25,7
7,BOTOŞANI,"LICEUL TEHNOLOGIC „PETRU RAREȘ”",79,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:28:48",1003,993,0,8,2,445,436,0,8,1,429,16,1096,651,218,142,37,4,19,9
7,BOTOŞANI,"LICEUL TEHNOLOGIC „PETRU RAREȘ”",80,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:29",1284,1267,2,8,7,524,510,0,8,6,508,16,1400,876,242,169,43,16,19,19
7,BOTOŞANI,"LICEUL TEHNOLOGIC „PETRU RAREȘ”",78,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:23",1361,1348,5,7,1,511,503,0,7,1,500,11,1500,989,248,163,47,12,22,8
7,BOTOŞANI,"LICEUL TEHNOLOGIC PLOPENII MARI",398,UNGURENI,39417,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:00:22",778,769,1,5,3,369,361,0,5,3,345,24,818,449,116,140,67,8,8,6
7,BOTOŞANI,"LICEUL TEHNOLOGIC STEFAN CEL MARE VORONA",426,VORONA,39872,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:46:39",790,776,0,3,11,413,399,0,3,11,394,19,850,437,210,122,41,12,7,2
7,BOTOŞANI,"LICEUL TEORETIC DR. M. CIUCA SAVENI",131,"ORAŞ SĂVENI",36060,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:14:45",1170,1161,0,2,7,526,517,0,2,7,505,19,1308,782,146,305,26,12,8,8
7,BOTOŞANI,"LICEUL TEORETIC DR. M.CIUCA SAVENI",132,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:20",884,848,1,5,30,433,397,1,5,30,423,10,983,550,135,251,14,9,8,6
7,BOTOŞANI,"LICEUL TEORETIC „GRIGORE ANTIPA”",11,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:32",1538,1526,3,9,0,648,639,0,9,0,627,21,1700,1052,291,233,40,28,25,10
7,BOTOŞANI,"LICEUL TEORETIC „GRIGORE ANTIPA”",12,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:54:36",1301,1295,0,6,0,549,543,0,6,0,534,15,1400,851,264,194,40,8,22,6
7,BOTOŞANI,"LICEUL TEORETIC ”STEFAN D. LUCHIAN”",139,"ORAŞ ŞTEFĂNEŞTI",39168,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:07:10",937,902,0,11,24,485,450,0,11,24,459,26,1000,515,273,154,20,4,2,6
7,BOTOŞANI,"LICEUL TEORETIC ”STEFAN D. LUCHIAN” CORP C2",138,"ORAŞ ŞTEFĂNEŞTI",39168,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:10:17",1205,1163,0,21,21,603,561,0,21,21,569,34,1324,721,322,174,56,9,4,4
7,BOTOŞANI,"LOCAL CLUBUL PENSIONARILOR",66,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 21:25:17",1038,1014,13,10,1,441,430,0,10,1,421,16,1200,763,252,107,29,11,18,4
7,BOTOŞANI,PRIMARIA,230,DIMĂCHENI,39959,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:30",838,769,0,19,50,592,523,0,19,50,577,15,900,308,50,446,65,9,6,1
7,BOTOŞANI,"PRIMARIA CORLATENI",187,CORLĂTENI,36676,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:07:22",495,482,0,2,11,290,277,0,2,11,279,11,500,210,82,173,12,6,2,4
7,BOTOŞANI,"SALA DE SPORT ȘCOLARĂ,COMUNA HLIPICENI,JUDEȚUL BOTOȘANI",274,HLIPICENI,37734,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:24",1312,1299,1,6,6,598,588,0,4,6,575,23,1400,802,190,278,72,20,9,6
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII GEORGE HAZGAN",405,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:30:41",1881,1857,4,11,9,328,307,1,11,9,320,8,1999,1671,229,79,5,1,3,3
7,BOTOŞANI,"ȘC.CU CLASELE I-VIII GEORGE HAZGAN",406,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:31",1817,1802,4,5,6,233,222,0,5,6,224,9,1983,1750,144,66,13,1,0,0
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII IONĂŞENI",409,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:57:13",792,773,1,11,7,451,433,0,11,7,440,11,900,449,355,60,18,2,5,0
7,BOTOŞANI,"ŞC.CU CLASELE I-VIII NR.1",411,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:49",805,798,0,7,0,415,408,0,7,0,406,9,863,448,245,127,23,9,2,0
7,BOTOŞANI,"ȘCOALA AGAFTON",219,CURTEŞTI,35759,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:27:13",227,218,0,9,0,129,120,0,9,0,124,5,300,171,27,90,3,1,1,2
7,BOTOŞANI,"SCOALA BALUSENI",158,BĂLUŞENI,36300,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:51:34",1168,1101,0,21,46,628,564,0,21,43,614,14,1200,572,221,354,26,5,5,3
7,BOTOŞANI,"SCOALA BALUSENII NOI",159,BĂLUŞENI,36300,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:26:10",261,255,0,6,0,111,105,0,6,0,103,8,312,201,57,40,3,3,0,0
7,BOTOŞANI,"SCOALA BARANCA",214,CRISTINEŞTI,36952,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:23:18",551,542,0,9,0,242,233,0,9,0,224,18,600,358,19,164,29,10,2,0
7,BOTOŞANI,"ȘCOALA BARANCA",279,HUDEŞTI,37770,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:13:32",927,906,2,5,14,506,486,1,5,14,472,34,1000,494,168,267,26,5,1,5
7,BOTOŞANI,"ȘCOALĂ BAȘEU",280,HUDEŞTI,37770,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:10",399,383,0,4,12,223,207,0,4,12,215,8,400,177,139,57,15,1,2,1
7,BOTOŞANI,"SCOALA BIVOLARI",233,DOBÂRCENI,37100,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:52:30",130,119,0,6,5,75,64,0,6,5,70,5,150,75,23,40,4,0,1,2
7,BOTOŞANI,"ȘCOALA BRATENI",234,DOBÂRCENI,37100,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:53",462,457,0,0,5,246,241,0,0,5,230,16,500,254,78,108,20,11,8,5
7,BOTOŞANI,"SCOALA BUZENI",160,BĂLUŞENI,36300,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:53:17",549,516,0,4,29,300,267,0,4,29,292,8,625,325,196,82,6,2,6,0
7,BOTOŞANI,"SCOALA CALARASI",172,CĂLĂRAŞI,36499,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:35:21",907,865,1,5,36,514,474,0,5,35,497,17,902,388,57,254,106,15,52,13
7,BOTOŞANI,"SCOALA CALINESTI",111,"ORAŞ BUCECEA",36453,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:35",528,523,0,0,5,250,245,0,0,5,235,15,630,380,48,156,15,8,5,3
7,BOTOŞANI,"ȘCOALA CĂTĂMĂREȘTI",305,"MIHAI EMINESCU",38063,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:36:02",510,505,0,5,0,294,289,0,5,0,279,15,600,306,55,194,14,9,5,2
7,BOTOŞANI,"SCOALA CĂTĂMĂREȘTI DEAL",306,"MIHAI EMINESCU",38063,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:01:54",1708,1701,6,1,0,796,795,0,1,0,786,10,1800,1004,358,303,56,41,14,14
7,BOTOŞANI,"SCOALA CĂTĂMĂREȘTI DEAL",307,"MIHAI EMINESCU",38063,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:13",1650,1638,1,11,0,775,764,0,11,0,759,16,1700,925,401,257,48,22,20,11
7,BOTOŞANI,"SCOALA CERVICEȘTI",308,"MIHAI EMINESCU",38063,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:39:04",725,717,0,2,6,435,427,0,2,6,414,21,800,365,150,231,17,9,5,2
7,BOTOŞANI,"SCOALA CISMANESTI",235,DOBÂRCENI,37100,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:22:56",295,282,0,4,9,153,140,0,4,9,149,4,350,197,43,94,7,2,2,1
7,BOTOŞANI,"SCOALA CL I-IV MIHAILENI",311,MIHĂILENI,38161,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:03:41",1241,1200,3,11,27,621,582,1,11,27,583,38,1300,679,147,262,87,14,71,2
7,BOTOŞANI,"SCOALA CU CLASELE 1-4 ICHIMENI",155,AVRĂMENI,36202,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:24",104,96,0,8,0,47,39,0,8,0,43,4,153,106,3,26,1,0,13,0
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",419,VLĂSINEŞTI,39792,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:09",462,449,0,10,3,210,197,0,10,3,201,9,500,290,75,60,57,2,2,5
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",420,VLĂSINEŞTI,39792,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:16:59",1245,1220,0,10,15,481,456,0,10,15,470,11,1339,858,134,252,78,3,2,1
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV",336,PRĂJENI,38580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:06",496,486,0,4,6,248,238,0,4,6,233,15,550,302,64,128,29,9,2,1
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV BUDA",198,COŞULA,39975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:22:37",278,276,0,2,0,123,121,0,2,0,97,26,353,230,34,41,15,6,1,0
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV IUREŞTI",384,TODIRENI,39266,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:21",433,424,0,6,3,215,206,0,6,3,207,8,500,285,86,104,10,5,1,1
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV NR.2 TODIRENI",382,TODIRENI,39266,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:33",509,502,0,4,3,259,252,0,4,3,254,5,604,345,123,93,28,5,4,1
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV PĂDURENI",199,COŞULA,39975,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:40:16",486,485,0,0,1,225,224,0,0,1,207,18,550,325,55,109,20,19,4,0
7,BOTOŞANI,"SCOALA CU CLASELE I-IV PODRIGA",238,DRĂGUŞENI,37173,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:10:24",1131,1130,0,1,0,198,197,0,1,0,187,11,1201,1003,57,106,7,0,8,9
7,BOTOŞANI,"ŞCOALA CU CLASELE I-IV SALA I",335,PRĂJENI,38580,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 20:12:17",1012,996,0,8,8,523,507,0,8,8,490,33,1100,577,113,293,60,4,20,0
7,BOTOŞANI,"SCOALA CU CLASELE I-IV SARATA",240,DRĂGUŞENI,37173,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:52:14",142,142,0,0,0,54,54,0,0,0,52,2,214,160,11,39,0,0,2,0
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV SĂRATA BASARAB",269,HĂNEŞTI,37618,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:31:57",895,884,0,7,4,199,188,0,7,4,194,5,990,791,14,170,5,3,2,0
7,BOTOŞANI,"SCOALA CU CLASELE I-IV SCUTARI",320,MILEANCA,38321,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:35:26",247,231,0,12,4,150,134,0,12,4,142,8,250,100,43,80,5,3,7,4
7,BOTOŞANI,"SCOALA CU CLASELE I-IV SELIŞTEA",321,MILEANCA,38321,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:48",315,306,0,5,4,175,166,0,5,4,167,8,346,171,35,107,7,1,7,10
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV ȘUPITCA",200,COŞULA,39975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:59",656,652,1,3,0,295,291,1,3,0,217,78,684,389,59,107,22,24,4,1
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII ALEXANDRU CEL BUN ICUSENI",429,VORONA,39872,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:29",781,769,0,3,9,358,346,0,3,9,335,23,900,542,230,56,31,8,6,4
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII ARINI",392,TUDORA,39391,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:51",1188,1151,0,1,36,583,548,0,1,34,562,21,1270,687,200,325,22,10,2,3
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII BREHUIESTI(CORPUL B)",416,VLĂDENI,39738,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:50:17",1469,1468,0,1,0,596,595,0,1,0,561,35,1600,1004,192,210,89,29,24,17
7,BOTOŞANI,"ŞCOALA CU CLASELE I-VIII CERNEŞTI",383,TODIRENI,39266,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:23:31",688,648,0,14,26,366,326,0,14,26,345,21,700,334,150,178,11,4,1,1
7,BOTOŞANI,"ŞCOALA CU CLASELE I-VIII GHEORGHE BURAC",418,VLĂSINEŞTI,39792,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:49",2023,1989,1,6,27,649,618,0,6,25,618,31,2200,1551,172,382,47,9,4,4
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII IONITA PANCUL VORONA",427,VORONA,39872,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:49:30",486,476,0,5,5,230,220,0,5,5,214,16,550,320,109,73,23,7,2,0
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII LUCA ARBORE VORONA MARE",432,VORONA,39872,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:46:41",996,980,1,3,12,492,477,0,3,12,473,19,1100,608,189,205,48,18,5,8
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII MANDRESTI",417,VLĂDENI,39738,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:49",1078,1075,0,1,2,485,482,0,1,2,463,22,1205,720,159,179,77,33,14,1
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII NICOLAE IORGA POIANA",431,VORONA,39872,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:37:11",968,950,0,4,14,478,460,0,4,14,463,15,1000,522,268,137,31,12,12,3
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII RALUCA IURASCU JOLDESTI",430,VORONA,39872,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:50",1020,1000,1,2,17,519,499,1,2,17,484,35,1100,581,290,147,33,3,8,3
7,BOTOŞANI,"SCOALA CU CLASELE I-VIII VLADENI(CORP NOU)",415,VLĂDENI,39738,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:28",1486,1475,0,3,8,742,731,0,3,8,708,34,1613,871,389,203,61,32,11,12
7,BOTOŞANI,"SCOALA CU CL I-IV BALTA ARSA",194,CORNI,36756,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:39:08",353,348,1,4,0,195,191,0,4,0,178,17,400,205,19,115,17,1,26,0
7,BOTOŞANI,"SCOALA CU CL I-IV BOROLEA",268,HĂNEŞTI,37618,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:02",910,901,0,6,3,170,161,0,6,3,163,7,1000,830,15,139,5,3,1,0
7,BOTOŞANI,"SCOALA CU CL .I-IV DRAGALINA",275,HLIPICENI,37734,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:31",298,291,0,3,4,142,135,0,3,4,138,4,353,211,29,79,20,4,4,2
7,BOTOŞANI,"SCOALA CU CL I-IV MESTEACAN",195,CORNI,36756,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:06:02",367,365,1,1,0,160,159,0,1,0,153,7,402,242,45,57,18,20,11,2
7,BOTOŞANI,"SCOALA CU CL. I - VIII DRACSANI",374,SULIŢA,39051,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:34:15",1066,1056,0,1,9,602,592,0,1,9,573,29,1204,602,286,143,37,7,5,95
7,BOTOŞANI,"ȘCOALA CU CL I-VIII HORODIȘTEA",331,PĂLTINIŞ,38492,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:38:12",901,864,0,20,17,293,256,0,20,17,291,2,964,671,43,75,135,9,3,26
7,BOTOŞANI,"SCOALA CU CL I-VIII SARAFINESTI",196,CORNI,36756,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:10",1133,1129,0,4,0,476,472,0,4,0,447,29,1201,725,97,217,59,39,31,4
