precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IFTIME VALERIU-PARTIDUL NAȚIONAL LIBERAL-voturi","TRUFIN LUCIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","CILIBIU EUSEBIU-LAURENŢIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","AMARANDEI DOINA-PARTIDUL S.O.S. ROMÂNIA-voturi","LĂCĂTUŞU-ANDREI CRISTINA-ANETA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ANDRUŞ DĂNUŢ-voturi"
7,BOTOŞANI,"SCOALA CU CL I-VIII SULITA",373,SULIŢA,39051,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:57:04",1302,1281,0,5,16,755,734,0,5,16,734,21,1400,645,354,165,50,17,134,14
7,BOTOŞANI,"SCOALA CU CL.I-VIII VICTORIA",276,HLIPICENI,37734,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:29",1097,1087,1,3,6,522,512,1,3,6,493,29,1203,681,172,239,60,14,6,2
7,BOTOŞANI,"SCOALA CUCORĂNI",309,"MIHAI EMINESCU",38063,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:08",679,673,1,0,5,412,406,1,0,5,394,18,800,388,122,240,9,9,5,9
7,BOTOŞANI,"ȘCOALA CUZLĂU",330,PĂLTINIŞ,38492,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:04:04",467,456,1,5,5,185,175,0,5,5,173,12,492,307,19,49,91,1,4,9
7,BOTOŞANI,"ŞCOALA DACIA",325,NICŞENI,38456,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:17",137,132,0,5,0,78,73,0,5,0,69,9,200,122,29,28,8,4,0,0
7,BOTOŞANI,"SCOALA DIMITRIE POMPEIU BROSCAUTI",169,BROSCĂUŢI,36426,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:11:15",1490,1464,0,2,24,885,859,0,2,24,860,25,1600,715,409,371,55,14,8,3
7,BOTOŞANI,"ȘCOALA DOBIRCENI",232,DOBÂRCENI,37100,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:00:26",628,613,1,1,13,354,340,0,1,13,336,18,650,296,100,186,35,8,5,2
7,BOTOŞANI,"SCOALA DRAGALINA",216,CRISTINEŞTI,36952,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:00:00",571,517,0,37,17,342,288,0,37,17,325,17,600,258,75,182,42,11,7,8
7,BOTOŞANI,"SCOALA DRAXINI",161,BĂLUŞENI,36300,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:21:44",1490,1428,0,11,51,762,700,0,11,51,731,28,1600,838,362,285,40,9,29,6
7,BOTOŞANI,"ŞCOALA EŞANCA",119,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:01:12",255,248,0,7,0,111,104,0,7,0,107,4,312,201,67,25,5,1,7,2
7,BOTOŞANI,"SCOALA FLONDORA",298,MANOLEASA,37958,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:51:29",685,681,0,4,0,201,197,0,4,0,196,5,700,499,35,122,31,5,0,3
7,BOTOŞANI,"SCOALA FUNDU HERTII",217,CRISTINEŞTI,36952,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:47:15",540,526,0,4,10,299,285,0,4,10,285,14,562,263,46,184,37,10,6,2
7,BOTOŞANI,"ŞCOALA GENERALĂ",377,ŞENDRICENI,39122,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:29:41",498,491,0,5,2,247,240,0,5,2,231,16,600,353,80,99,29,13,6,4
7,BOTOŞANI,"ŞCOALA GENERALA BATRANESTI",257,GORBĂNEŞTI,37459,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:37:37",194,192,0,0,2,108,106,0,0,2,105,3,230,122,25,70,4,1,5,0
7,BOTOŞANI,"SCOALA GENERALA BERZA",360,"SANTA MARE",38893,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:06",163,161,0,2,0,102,100,0,2,0,98,4,200,98,11,58,6,5,18,0
7,BOTOŞANI,"SCOALA GENERALA BODEASA",135,"ORAŞ SĂVENI",36060,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:36:17",331,320,0,8,3,157,146,0,8,3,140,17,400,243,11,114,9,5,1,0
7,BOTOŞANI,"SCOALA GENERALA BOGDANESTI",361,"SANTA MARE",38893,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:01",315,304,1,5,5,168,160,0,3,5,160,8,350,182,31,75,43,1,8,2
7,BOTOŞANI,"ŞCOALA GENERALĂ COBÎLA",376,ŞENDRICENI,39122,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:27:03",761,752,0,7,2,421,412,0,7,2,401,20,800,379,99,180,75,25,13,9
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-IV",367,STĂUCENI,35884,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:11:38",591,572,1,12,6,325,307,0,12,6,307,18,628,303,85,161,39,11,9,2
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-IV",365,STĂUCENI,35884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:57:44",440,431,0,4,5,277,268,0,4,5,272,5,500,223,60,179,19,8,5,1
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-IV COSTINESTI",288,LEORDA,37850,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:24:02",168,159,0,7,2,128,119,0,7,2,122,6,199,71,45,67,3,1,5,1
7,BOTOŞANI,"SCOALA GENERALA CU CLASELE I-VIII PATRIARH TEOCTIST ARAPASU",366,STĂUCENI,35884,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:34",880,861,1,5,13,449,430,1,5,13,423,26,1000,551,103,225,75,8,10,2
7,BOTOŞANI,"ŞCOALA GENERALA DOINA",348,RĂUSENI,38679,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:27:16",410,409,0,1,0,215,214,0,1,0,201,14,356,141,51,134,11,4,0,1
7,BOTOŞANI,"ŞCOALA GENERALĂ GEORGE COSBUC",258,GORBĂNEŞTI,37459,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:35",197,190,0,6,1,105,98,0,6,1,102,3,220,115,18,70,6,2,6,0
7,BOTOŞANI,"SCOALA GENERALA ILISENI",362,"SANTA MARE",38893,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:56:59",358,354,0,2,2,191,187,0,2,2,182,9,400,209,31,106,30,1,12,2
7,BOTOŞANI,"SCOALA GENERALA NR. 1 LEORDA",287,LEORDA,37850,7,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:32:39",1104,1059,0,0,45,733,688,0,0,45,707,25,1195,462,323,334,33,6,8,3
7,BOTOŞANI,"SCOALA GENERALA NR. 1 SAVENI",133,"ORAŞ SĂVENI",36060,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:41:03",1567,1555,0,1,11,670,658,0,1,11,650,20,1700,1030,191,411,30,10,3,5
7,BOTOŞANI,"SCOALA GENERALA NR.2 DUMENI",252,"GEORGE ENESCU",37397,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:10:45",818,797,0,6,15,488,467,0,6,15,474,14,850,362,123,310,24,8,8,1
7,BOTOŞANI,"ŞCOALA GENERALĂ NR. 2 IONĂŞENI",389,TRUŞEŞTI,39328,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:13:27",737,728,0,8,1,379,370,0,8,1,367,12,800,421,102,185,66,8,2,4
7,BOTOŞANI,"SCOALA GENERALA NR. 2 SAVENI",134,"ORAŞ SĂVENI",36060,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 12:57:27",1517,1480,0,3,34,696,661,0,3,32,672,24,1600,904,152,461,33,12,9,5
7,BOTOŞANI,"ŞCOALA GENERALĂ NR. 4 BUHĂCENI",387,TRUŞEŞTI,39328,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:21",618,593,0,12,13,383,358,0,12,13,368,15,700,317,248,65,45,6,1,3
7,BOTOŞANI,"SCOALA GENERALA NR. 4 OROFTIANA",371,SUHARĂU,38982,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:35",702,696,0,3,3,324,318,0,3,3,309,15,750,426,52,117,63,13,58,6
7,BOTOŞANI,"ŞCOALAGENERALĂ PARAU NEGRU",312,MIHĂILENI,38161,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:53:17",414,398,0,7,9,206,190,0,7,9,202,4,500,294,66,64,36,8,28,0
7,BOTOŞANI,"SCOALA GENERALA PETRICANI",137,"ORAŞ SĂVENI",36060,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:04",968,937,1,7,23,394,364,0,7,23,378,16,1000,606,81,267,15,5,5,5
7,BOTOŞANI,"SCOALA GENERALA POPENI",254,"GEORGE ENESCU",37397,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:21",425,420,0,1,4,230,225,0,1,4,223,7,500,270,50,155,9,3,3,3
7,BOTOŞANI,"SCOALA GENERALA RINGHILESTI",363,"SANTA MARE",38893,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:51:27",306,299,1,4,2,156,150,0,4,2,152,4,334,178,40,65,26,4,17,0
7,BOTOŞANI,"ŞCOALA GENERALĂ ROGOJESTI",313,MIHĂILENI,38161,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:32:55",427,408,0,3,16,211,192,0,3,16,202,9,452,241,70,77,20,6,25,4
7,BOTOŞANI,"SCOALA GENERALA SILISCANI",259,GORBĂNEŞTI,37459,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:16",284,264,0,18,2,166,146,0,18,2,154,12,300,134,19,114,10,7,3,1
7,BOTOŞANI,"SCOALA GENERALA SOCRUJENI",260,GORBĂNEŞTI,37459,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:39",607,594,0,8,5,316,303,0,8,5,304,12,646,330,33,207,51,3,7,3
7,BOTOŞANI,"SCOALA GENERALA STANESTI",296,LUNCA,37912,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:41:33",106,96,0,8,2,65,55,0,8,2,61,4,181,116,47,9,5,0,0,0
7,BOTOŞANI,"SCOALA GENERALA STINCA",255,"GEORGE ENESCU",37397,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:56",287,283,0,3,1,177,173,0,3,1,175,2,318,141,52,108,6,4,5,0
7,BOTOŞANI,"ȘCOALA GENERALĂ STOLNICENI",350,RĂUSENI,38679,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:10:03",160,153,0,7,0,70,63,0,7,0,67,3,173,103,18,45,0,2,1,1
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALECU IVAN GHILEA”",375,ŞENDRICENI,39122,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:19:47",1213,1198,1,3,11,644,629,1,3,11,614,30,1300,656,160,347,52,37,9,9
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA ”DOROHOI",103,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:57",802,779,4,7,12,337,318,0,7,12,328,9,900,563,130,149,24,9,7,9
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA” DOROHOI",96,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:43:41",1333,1332,0,1,0,506,505,0,1,0,491,15,1494,988,202,204,35,29,9,12
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA” DOROHOI",95,"MUNICIPIUL DOROHOI",36006,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:45:00",1046,1041,1,4,0,373,369,0,4,0,365,8,1101,728,118,185,31,16,5,10
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ” AL. I. CUZA” VORONA",425,VORONA,39872,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:52:14",781,771,2,3,5,354,345,1,3,5,329,25,855,501,164,76,54,16,18,1
7,BOTOŞANI,"SCOALA GIMNAZIALA BOBULESTI",141,"ORAŞ ŞTEFĂNEŞTI",39168,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:30:01",1112,1074,0,5,33,603,565,0,5,33,583,20,1209,606,363,176,33,5,4,2
7,BOTOŞANI,"ŞCOALA GIMNAZIALÃ, CÂNDEȘTI",175,CÂNDEŞTI,39967,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:13:20",1080,1052,3,11,14,534,509,0,11,14,508,26,1100,566,185,227,73,12,6,5
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN COMICESCU”",128,"ORAŞ FLĂMÂNZI",37280,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:14:51",1375,1345,3,10,17,664,634,3,10,17,645,19,1500,836,534,70,27,5,7,2
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ CONSTATIN TINCU LIȘNA",370,SUHARĂU,38982,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:52:46",680,677,1,0,2,370,367,1,0,2,352,18,750,380,140,120,25,9,35,23
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE POMPEIU”",170,BROSCĂUŢI,36426,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:48:35",1234,1214,0,2,18,654,634,0,2,18,617,17,1365,731,306,244,46,9,6,6
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” DIMITRIE ROMANESCU” DOROHOI",104,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:24",911,906,1,4,0,413,409,0,4,0,404,9,986,573,168,173,24,16,9,14
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ROMANESCU” DOROHOI",105,"MUNICIPIUL DOROHOI",36006,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:48:14",1120,1111,0,5,4,448,439,0,5,4,431,17,1200,752,142,203,34,29,13,10
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",46,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:06",958,958,0,0,0,356,356,0,0,0,344,12,1100,744,195,90,28,13,12,6
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",44,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:47:10",1203,1196,1,6,0,495,489,0,6,0,475,13,1294,799,234,158,30,8,28,17
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",47,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:34:35",1237,1229,1,7,0,516,509,0,7,0,503,13,1397,881,242,170,36,25,17,13
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „ELENA RAREȘ”",45,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:59",1308,1299,1,8,0,524,516,0,8,0,513,11,1400,876,269,157,48,21,10,8
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ”FLORICĂ MURARIU” MITOC",322,MITOC,38376,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:17:38",931,917,0,1,13,551,537,0,1,13,515,36,1000,449,107,355,36,9,2,6
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”GEORGE HAZGAN”",407,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:15:15",1945,1935,0,10,0,45,35,0,10,0,44,1,2100,2055,35,8,1,0,0,0
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”GEORGE HAZGAN”",408,"VÂRFU CÂMPULUI",39694,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:14:31",2006,2003,0,3,0,58,55,0,3,0,54,4,2200,2142,45,8,0,1,0,0
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",76,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:47",1104,1095,3,6,0,442,435,1,6,0,427,15,1200,758,218,130,43,12,12,12
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",74,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:09:56",753,745,0,7,1,308,300,0,7,1,298,10,900,592,168,88,18,12,10,2
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",75,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:18:29",1141,1131,1,9,0,456,447,0,9,0,440,16,1200,744,202,165,26,18,14,15
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",77,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 18:34:12",715,708,1,6,0,308,302,0,6,0,296,12,794,486,140,106,23,9,10,8
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ „GRIGORE ANTIPA”",73,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:29:50",915,907,0,8,0,349,341,0,8,0,334,15,1003,654,149,126,27,8,8,16
7,BOTOŞANI,"SCOALA GIMNAZIALA ” IANCU MUNTEANU” TATARASENI",266,HAVÂRNA,37547,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:02:58",608,598,1,1,8,317,308,0,1,8,305,12,617,300,94,137,11,12,44,7
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” IOAN CERNAT” HAVÂRNA -CORPUL 2",263,HAVÂRNA,37547,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 02:53:14",957,943,0,3,11,451,437,0,3,11,431,20,1000,549,151,151,100,14,9,6
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ” IOAN CERNAT” HAVÂRNA -CORPUL 2",262,HAVÂRNA,37547,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:42:40",849,835,0,0,14,413,399,0,0,14,380,33,990,577,162,119,75,10,5,9
7,BOTOŞANI,"ȘCOALA.GIMNAZIALĂ ”ION BOJOI”",123,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:35:55",1097,1078,0,5,14,493,474,0,5,14,474,19,1200,707,341,69,32,12,15,5
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ ”LEON DĂNĂILĂ”",114,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:34:09",1611,1608,0,2,1,516,513,0,2,1,501,15,1800,1284,319,91,28,7,5,51
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ”LEON DĂNĂILĂ”",113,"ORAŞ DARABANI",35946,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:55",1629,1621,0,2,6,586,578,0,2,6,566,20,1800,1214,370,113,18,19,14,32
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAI CONSTANTINEANU” DOROBANȚI",326,NICŞENI,38456,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:53:36",1223,1204,2,9,8,677,659,1,9,8,643,34,1291,614,424,132,67,9,4,7
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” DOROHOI",100,"MUNICIPIUL DOROHOI",36006,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:03:25",1144,1137,0,7,0,433,426,0,7,0,421,12,1282,849,140,211,24,26,14,6
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAIL KOGĂLNICEANU” DOROHOI",99,"MUNICIPIUL DOROHOI",36006,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:32",1256,1250,0,6,0,475,469,0,6,0,462,13,1385,910,179,189,49,22,16,7
7,BOTOŞANI,"ȘCOALA .GIMNAZIALĂ ”MIHAIL STURZA”",122,"ORAŞ FLĂMÂNZI",37280,5,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:19:42",866,853,0,5,8,341,328,0,5,8,336,5,987,646,237,50,26,14,7,2
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ ”MIHAIL STURZA”",121,"ORAŞ FLĂMÂNZI",37280,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:11",627,617,0,6,4,271,261,0,6,4,261,10,700,429,177,50,19,7,5,3
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ „NECULAI LEON” BĂICENI",220,CURTEŞTI,35759,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:45:35",755,747,2,5,1,385,377,2,5,1,358,27,800,415,145,166,28,15,2,2
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ „NICOLAE IORGA” DERSCA",229,DERSCA,37011,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:46",1153,1110,0,8,35,643,600,0,8,35,604,39,1244,601,139,404,27,25,4,5
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 1",163,BLÂNDEŞTI,39983,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 22:08:36",586,576,0,1,9,319,309,0,1,9,314,5,625,306,149,117,19,3,23,3
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 10",61,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:12:02",1270,1257,6,7,0,572,565,0,7,0,550,22,1408,836,296,171,36,8,23,16
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 10",62,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:50:22",1313,1306,0,7,0,580,573,0,7,0,565,15,1400,820,297,184,39,14,21,10
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 10",63,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:27:15",1313,1305,3,5,0,639,634,0,5,0,620,19,1400,761,363,163,31,19,30,14
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",48,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:01:42",1047,1036,4,7,0,444,437,0,7,0,434,10,1103,659,223,142,25,13,19,12
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",50,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:12:08",1121,1112,1,8,0,514,506,0,8,0,496,18,1200,686,286,149,19,15,16,11
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",51,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:06:03",977,969,3,5,0,406,401,0,5,0,398,8,1112,706,164,154,36,11,16,17
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",49,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:28",773,765,0,8,0,373,365,0,8,0,356,17,907,534,214,91,30,5,10,6
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 11",52,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:10",571,560,5,5,1,237,231,0,5,1,229,8,699,462,144,58,11,4,5,7
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 13",16,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:24:53",1250,1242,1,6,1,518,511,0,6,1,505,13,1293,775,241,187,41,12,13,11
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 13",17,"MUNICIPIUL BOTOŞANI",35731,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:08:41",1406,1401,0,5,0,552,547,0,5,0,538,13,1478,926,261,198,30,16,22,11
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 17",10,"MUNICIPIUL BOTOŞANI",35731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:54:47",1382,1375,0,7,0,607,600,0,7,0,588,19,1554,947,298,209,35,15,22,9
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR. 1 ADĂȘENI",143,ADĂŞENI,40035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:17",1457,1386,0,17,54,442,371,0,17,54,424,18,1452,1010,59,169,185,6,3,2
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.1 AVRĂMENI",153,AVRĂMENI,36202,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:35",1260,1213,0,20,27,652,605,0,20,27,632,20,1300,648,147,338,54,24,60,9
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR. 1 COPĂLĂU",181,COPĂLĂU,36569,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:41",975,952,1,0,22,528,505,1,0,22,505,23,1100,572,306,137,26,15,15,6
7,BOTOŞANI,"ŞCOALA GIMNAZIALĂ NR.1 COPĂLĂU",180,COPĂLĂU,36569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:17:19",1259,1237,2,3,17,683,663,1,3,16,661,22,1300,617,358,242,34,3,21,3
7,BOTOŞANI,"SCOALA GIMNAZIALA NR. 1 CRISTESTI CORPUL II",208,CRISTEŞTI,36907,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:15:47",1439,1386,0,6,47,785,732,0,6,47,755,30,1599,814,314,372,34,27,6,2
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.1 DÂNGENI",224,DÂNGENI,37057,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:59:15",790,760,0,3,27,361,331,0,3,27,350,11,800,439,107,207,20,14,0,2
7,BOTOŞANI,"ȘCOALA GIMNAZIALĂ NR.1 DOROHOI",91,"MUNICIPIUL DOROHOI",36006,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:37:39",1169,1161,1,7,0,497,490,0,7,0,470,27,1300,803,159,228,42,16,13,12
