precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","PARTIDUL OAMENILOR TINERI-voturi"
38,TULCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 3",66,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:29",1101,1089,4,7,1,514,506,0,7,1,498,16,1213,699,69,137,151,38,103
38,TULCEA,"LICEUL TEORETIC” GHEORGHE MUNTEANU MURGOCI”",69,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:01:41",1314,1301,2,7,4,552,541,0,7,4,503,49,1444,892,51,185,146,46,75
38,TULCEA,"LICEUL TEORETIC” GHEORGHE MUNTEANU MURGOCI”",70,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:13",903,897,0,6,0,332,326,0,6,0,315,17,993,661,29,131,81,32,42
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE BANEA”",65,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:27:44",1323,1303,1,11,8,637,618,0,11,8,613,24,1440,803,65,249,165,48,86
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE BANEA”",64,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:11:40",1195,1190,0,3,2,540,535,0,3,2,507,28,1313,778,58,186,137,41,85
38,TULCEA,"ŞCOALA PRIMARĂ NR. 1",67,"ORAŞ MĂCIN",159730,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:19:43",1942,1928,4,7,3,831,821,0,7,3,797,11,2124,1316,65,297,218,61,156
38,TULCEA,"ŞCOALA PRIMARĂ NR. 1",68,"ORAŞ MĂCIN",159730,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:32:21",729,722,0,4,3,330,323,0,4,3,316,14,809,479,35,145,82,19,35
