precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOGHIU IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BOGHIU OCTAVIAN-VIRGILIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DARABAN LILIANA-PARTIDUL SOCIAL DEMOCRAT-voturi","BLÎNZANU CORNELIU-FORȚA DREPTEI-voturi"
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL FÎNTÎNI",364,NICOREŞTI,76807,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:12",472,460,0,10,2,259,247,0,10,2,241,18,512,253,112,66,51,12
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NICOREȘTI",361,NICOREŞTI,76807,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:03",1155,1133,2,19,1,592,591,0,0,1,568,24,1270,678,260,200,95,13
18,GALAŢI,"ȘCOALA CU CLASELE I-IV AUREL BRĂESCU",367,NICOREŞTI,76807,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:52",242,233,0,9,0,128,119,0,9,0,121,7,253,125,80,21,18,2
18,GALAŢI,"ŞCOALA GENERALĂ DOBRINEŞTI CLASELE I-IV",363,NICOREŞTI,76807,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:07:48",417,408,0,8,1,223,214,0,8,1,208,9,450,233,102,79,22,5
18,GALAŢI,"ŞCOALA GIMNAZIALĂ NR.1 COASTA LUPEI",362,NICOREŞTI,76807,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:47:00",310,301,0,9,0,179,170,0,9,0,172,7,331,152,93,52,25,2
18,GALAŢI,"ŞCOALA MĂLURENI",366,NICOREŞTI,76807,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:42",167,159,0,8,0,97,89,0,8,0,93,4,179,82,46,13,32,2
18,GALAŢI,"ŞCOALA PRIMARĂ NR.1 IONĂŞEŞTI",365,NICOREŞTI,76807,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:41:18",553,544,0,9,0,298,289,0,9,0,278,11,598,299,184,60,29,5
