precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
39,VASLUI,"CĂMINUL CULTURAL MUNTENII DE SUS",386,"MUNTENII DE SUS",167302,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:34",1195,1190,0,4,1,447,442,0,4,1,420,27,1288,841,237,138,29,16
39,VASLUI,"SCOALA PRIMARA, SATU NOU",388,"MUNTENII DE SUS",167302,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:07",1090,1082,1,3,4,424,417,0,3,4,393,31,1200,776,188,134,13,58
39,VASLUI,"ŞCOALA PRIMARĂ, SATU-NOU",387,"MUNTENII DE SUS",167302,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:01:52",1161,1160,1,0,0,444,444,0,0,0,415,29,1300,856,209,132,26,48
