precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL PRO ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA ”GH.CIOATĂ” TODIREŞTI",493,TODIREŞTI,166413,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:04:16",717,717,0,0,0,368,368,0,0,0,357,11,800,432,184,30,91,38,14
39,VASLUI,"ȘCOALA PRIMARĂ COTIC",494,TODIREŞTI,166413,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:54:46",242,238,0,4,0,114,110,0,4,0,104,10,240,126,65,7,24,5,3
39,VASLUI,"ŞCOALA PRIMARA SAT DRĂGEŞTI",495,TODIREŞTI,166413,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:07:51",312,308,0,4,0,155,151,0,4,0,145,10,320,165,103,8,9,5,20
39,VASLUI,"ŞCOALA PRIMARA SAT HUC",496,TODIREŞTI,166413,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:38:29",465,465,0,0,0,245,245,0,0,0,239,6,500,255,221,4,10,2,2
39,VASLUI,"ŞCOALA PRIMARA SAT PLOPOASA",497,TODIREŞTI,166413,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:26:33",205,198,0,7,0,120,113,0,7,0,119,1,200,80,107,4,7,0,1
39,VASLUI,"ŞCOALA PRIMARA SAT SILIŞTEA",498,TODIREŞTI,166413,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:25:16",303,298,0,4,1,159,155,0,3,1,146,13,331,172,114,6,15,6,5
39,VASLUI,"ŞCOALA PRIMARA SAT SOFRONEŞTI",499,TODIREŞTI,166413,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:32",127,121,0,5,1,63,57,0,5,1,57,6,132,69,15,1,27,2,12
39,VASLUI,"ŞCOALA PRIMARA SAT VALEA -POPII",500,TODIREŞTI,166413,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:11:51",84,81,0,3,0,47,44,0,3,0,47,0,100,53,39,0,6,0,2
39,VASLUI,"ŞCOALA PRIMARA SAT VIIŞOARA",501,TODIREŞTI,166413,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:03:34",103,95,0,8,0,67,59,0,8,0,64,3,189,122,42,2,18,1,1
