precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BULIGA CRISTINEL-TOADER-PARTIDUL NAȚIONAL LIBERAL-voturi","CAPUSTINSCHI SILVIU-ROMAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TIPERCIUC VASILE-DAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
35,SUCEAVA,"SALĂ DE FESTIVITĂŢI CLIT",209,ARBORE,146860,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:07",1066,1066,0,0,0,544,544,0,0,0,531,13,1130,586,19,63,449
35,SUCEAVA,"SCOALA GIMNAZIALA NR. 1 ”LUCA ARBURE”, CORP B",205,ARBORE,146860,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:36:21",1869,1853,2,4,10,851,837,0,4,10,820,31,2000,1149,174,25,621
35,SUCEAVA,"SCOALA GIMNAZIALA NR.2 ARBORE",206,ARBORE,146860,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:48:43",1741,1731,1,5,4,746,737,0,5,4,720,26,2000,1254,82,12,626
35,SUCEAVA,"SCOALA GIMNAZIALA NR.3 ARBORE",207,ARBORE,146860,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:56",1166,1160,0,0,6,500,494,0,0,6,482,18,1300,800,54,17,411
35,SUCEAVA,"ŞCOALA PRIMARĂ BODNĂRENI",208,ARBORE,146860,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:19:05",286,279,0,7,0,112,105,0,7,0,109,3,300,188,2,7,100
