precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
3,ARGEŞ,"CAMINUL CULTURAL DEDULESTI",397,MORĂREŞTI,17423,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:31",579,560,0,17,2,419,400,0,17,2,401,18,640,221,179,222
3,ARGEŞ,"ŞCOALA GENERALĂ CU CLASELE I-VIII MORĂREŞTI",396,MORĂREŞTI,17423,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:23:52",821,807,2,10,2,601,589,0,10,2,571,26,900,303,300,271
