precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TRĂISTARU VLAD-ŞTEFAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","HAMAD AL-ESSA TALAL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","NUŢA MIHAELA-IRINA-PARTIDUL SOCIAL DEMOCRAT-voturi","COSTRĂŞ IORDACHE-PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"GRĂDINIȚA CU 3 GRUPE, MĂGURA",434,MĂGURA,20411,1,PART,PRCNCT,P,P_SV,"2024-06-10 12:46:31",1581,1573,3,3,2,848,843,0,3,2,827,21,1700,852,71,103,174,479
4,BACĂU,"ȘCOALA GENERALĂ CRIHAN",435,MĂGURA,20411,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:43:11",1174,1164,1,7,2,617,608,0,7,2,585,32,1375,758,38,83,97,367
4,BACĂU,"ŞCOALA NR.2 MĂGURA-SALA 1",432,MĂGURA,20411,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:25:58",1219,1181,10,21,7,680,651,1,21,7,650,12,1300,638,42,83,168,357
4,BACĂU,"SCOALA NR.2 SAT MAGURA - SALA 2",433,MĂGURA,20411,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:11",847,839,1,6,1,396,389,0,6,1,386,10,900,504,22,22,123,219
