precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STAMBOALĂ VIRGIL-EUGEN-PARTIDUL NAȚIONAL LIBERAL-voturi","SAVONEA SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DRAGOMIR EMIL-PARTIDUL SOCIAL DEMOCRAT-voturi","NEGOIŢĂ COSTEL-PARTIDUL PRO ROMÂNIA-voturi"
18,GALAŢI,"CENTRUL DE FORMARE PROFESIONALĂ",395,"SLOBOZIA CONACHI",77180,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:58:23",1237,1197,1,9,30,663,624,0,9,30,641,22,1350,687,245,19,344,33
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 SLOBOZIA CONACHI",394,"SLOBOZIA CONACHI",77180,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:42",1349,1288,0,10,51,786,725,0,10,51,772,14,1486,700,319,10,410,33
18,GALAŢI,"ȘCOALA PRIMARĂ NR. 1 IZVOARELE",396,"SLOBOZIA CONACHI",77180,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:34",794,755,3,2,34,461,424,1,2,34,453,8,876,415,49,48,353,3
