precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STAN NICOLAE-ALEXANDRU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PETRE EUGEN-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","SANDU MĂDĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","IANCU CRISTINA-NICOLETA-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","ALEXE GEORGE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ISTRATE EUSEBIU-voturi"
31,PRAHOVA,"BAZA SPORTIVĂ STREJNICU",577,"TÂRGŞORU VECHI",130892,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:07:12",1877,1863,2,8,4,1009,997,0,8,4,970,39,1992,983,20,436,233,116,133,32
31,PRAHOVA,"CĂMINUL CULTURAL STREJNICU",580,"TÂRGŞORU VECHI",130892,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:18:13",1165,1150,1,13,1,637,623,0,13,1,621,16,1200,563,19,287,123,57,115,20
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL STREJNICU",578,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:02:32",1449,1436,0,11,2,748,735,0,11,2,728,20,1600,846,11,345,242,47,67,16
31,PRAHOVA,"GRĂDINIŢA CU PROGRAM NORMAL TÎRGŞORU VECHI",583,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:53:05",998,985,1,9,3,558,546,0,9,3,537,21,1100,542,11,128,64,15,247,72
31,PRAHOVA,"ŞCOALA GENERALĂ CU CLASELE I-IV STĂNCEŞTI",581,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,P,P_SV,"2024-06-10 11:33:29",844,838,1,5,0,406,401,0,5,0,397,9,900,494,17,163,73,32,80,32
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ STREJNICU",579,"TÂRGŞORU VECHI",130892,1,PROV,PRCNCT,P,P_SV,"2024-06-10 13:47:46",1861,1853,0,5,3,976,968,0,5,3,945,31,2000,1024,35,301,310,112,157,30
31,PRAHOVA,"ŞCOALA GIMNAZIALĂ TIRGŞORU VECHI",582,"TÂRGŞORU VECHI",130892,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:41:34",1095,1082,1,12,0,590,578,0,12,0,576,14,1200,610,18,134,49,21,314,40
