precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BATIN LAURENŢIU-PARTIDUL NAȚIONAL LIBERAL-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",321,GIULEŞTI,108151,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:03:33",1061,1027,0,4,30,642,608,0,4,30,592,50,1150,508,592
26,MARAMUREŞ,"ȘCOALA CU CLASELE I-VIII",322,GIULEŞTI,108151,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:53",1276,1225,0,6,45,841,790,0,6,45,776,65,1318,477,776
26,MARAMUREŞ,"ŞCOALA GENERALĂ",323,GIULEŞTI,108151,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:56:09",390,370,0,1,19,282,262,0,1,19,256,26,450,168,256
