precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CONSTANTIN NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","RACOVIŢĂ VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","CAZACU EDUARD-PARTIDUL SOCIAL DEMOCRAT-voturi","COJOCARU DĂNUŢ-PARTIDUL MIȘCAREA POPULARĂ-voturi"
39,VASLUI,"CASA DE CULTURA MURGENI",154,"ORAŞ MURGENI",164981,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:59:41",1757,1725,0,29,3,736,704,0,29,3,716,20,2000,1264,116,225,369,6
39,VASLUI,"ȘCOALA GIMNAZIALĂ EMIL JUVARA SAT SĂRĂȚENI",160,"ORAŞ MURGENI",164981,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:59:57",281,276,0,4,1,150,145,0,4,1,145,5,300,150,14,37,92,2
39,VASLUI,"ȘCOALA GIMNAZIALĂ SAT FLORENI",157,"ORAŞ MURGENI",164981,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:21:24",547,538,0,3,6,263,254,0,3,6,259,4,600,337,12,99,145,3
39,VASLUI,"ȘCOALA PRIMARĂ SAT CÂRJA",156,"ORAŞ MURGENI",164981,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:02:15",742,730,0,9,3,395,383,0,9,3,369,14,800,417,54,88,220,7
39,VASLUI,"ȘCOALA PRIMARĂ SAT LĂȚEȘTI",158,"ORAŞ MURGENI",164981,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:24:10",260,254,0,6,0,131,125,0,6,0,125,6,300,169,3,51,70,1
39,VASLUI,"SCOALA PRIMARA SAT NOU",155,"ORAŞ MURGENI",164981,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:44:36",1187,1180,0,7,0,376,369,0,7,0,344,32,1200,824,135,50,156,3
39,VASLUI,"ȘCOALA PRIMARĂ SAT RAIU",159,"ORAŞ MURGENI",164981,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:01",511,506,0,5,0,209,204,0,5,0,198,11,600,391,10,94,92,2
39,VASLUI,"ȘCOALA PRIMARĂ SAT SCHINENI",161,"ORAŞ MURGENI",164981,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:30:20",345,333,0,10,2,179,167,0,10,2,168,11,339,160,3,68,95,2
