precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"NEGREA LEONTINA-PARTIDUL NAȚIONAL LIBERAL-voturi","MUNTEANU IULIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VÎLCOMEANU JANE-PARTIDUL SOCIAL DEMOCRAT-voturi"
17,DOLJ,"ŞCOALA GENERALĂ CĂLUGĂREI",425,ORODEL,73503,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:29:16",481,459,0,14,8,361,339,0,14,8,340,21,500,139,46,220,74
17,DOLJ,"ŞCOALA GENERALĂ CORNU",426,ORODEL,73503,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:06:59",400,380,0,16,4,280,260,0,16,4,267,13,500,220,96,26,145
17,DOLJ,"ŞCOALA GENERALĂ ORODEL",424,ORODEL,73503,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:18:59",898,886,0,2,10,606,594,0,2,10,574,32,899,293,206,162,206
17,DOLJ,"ŞCOALA GENERALĂ TEIU",427,ORODEL,73503,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:21",163,156,0,5,2,101,94,0,5,2,91,10,204,103,31,7,53
