precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PÂC FLAVIUS-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŢOP MARIUS-PARTIDUL SOCIAL DEMOCRAT-voturi","GHIB LIVIU-PARTIDUL NAȚIONAL LIBERAL-voturi","POPA CIPRIAN-FLORIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
13,CLUJ,"GOSPODĂRIA D-NEI. PAŞCA TODORICA, SAT MOARA DE PĂDURE, NR. 24",333,BĂIŞOARA,55918,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:40:54",127,120,2,5,0,77,72,0,5,0,73,4,138,61,7,36,20,10
13,CLUJ,"GOSPODĂRIA DOMNULUI CIREBEA VALER",335,BĂIŞOARA,55918,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:05:52",76,70,0,6,0,51,45,0,6,0,49,2,77,26,9,14,18,8
13,CLUJ,"GOSPODĂRIA DOMNULUI GIURGIU TEODOR",336,BĂIŞOARA,55918,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:57:16",55,50,0,5,0,42,37,0,5,0,40,2,55,13,7,19,12,2
13,CLUJ,"ŞCOALA GENERALĂ BĂIŞOARA",332,BĂIŞOARA,55918,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:43:44",811,772,0,26,13,571,532,0,26,13,560,11,865,294,78,273,123,86
13,CLUJ,"ŞCOALA PRIMARĂ MUNTELE BĂIŞORII",334,BĂIŞOARA,55918,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:41:44",279,270,0,1,8,194,185,0,1,8,189,5,310,116,39,65,46,39
13,CLUJ,"ŞCOALA PRIMARĂ SĂCEL",337,BĂIŞOARA,55918,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:31:58",350,341,0,3,6,225,216,0,3,6,218,7,385,160,49,83,56,30
