precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SEGHECIU IARKO-DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BURLĂU MARCEL-ANDREI-PARTIDUL NAȚIONAL LIBERAL-voturi","GOMBOŞ MIRELA-ELENA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ZERGHE DANIEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",363,DERNA,29038,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:16:14",227,211,0,12,4,132,116,0,12,4,123,9,232,100,86,16,15,6
5,BIHOR,"PRIMĂRIA DERNA",359,DERNA,29038,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:19",730,697,1,19,13,390,358,0,19,13,383,7,790,400,333,43,4,3
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.2",360,DERNA,29038,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:26:38",413,403,0,7,3,254,244,0,7,3,244,10,444,190,169,58,10,7
5,BIHOR,"ȘCOALA PRIMARĂ NR.1",361,DERNA,29038,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:19",393,371,0,17,5,247,225,0,17,5,240,7,417,170,175,55,4,6
5,BIHOR,"ȘCOALA PRIMARĂ NR.2",362,DERNA,29038,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:06:32",219,200,0,14,5,82,63,0,14,5,81,1,231,149,75,6,0,0
