precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRU FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","MUŞAT FLOREA-PARTIDUL SOCIAL DEMOCRAT-voturi","PENCU MARIA-PARTIDUL S.O.S. ROMÂNIA-voturi","TĂNASE LUCIAN-FLORIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"GĂDINIȚA CU PROGRAM NORMAL BĂLENI",138,BĂLENI,66198,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:29",1393,1393,0,0,0,767,767,0,0,0,750,17,1540,773,512,201,28,9
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL BĂLENI",139,BĂLENI,66198,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:33:14",1490,1488,0,2,0,894,892,0,2,0,863,31,1640,746,380,452,21,10
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC UDREA BĂLEANU",137,BĂLENI,66198,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:10:29",902,895,1,6,0,482,476,0,6,0,439,43,990,508,323,103,6,7
16,DÂMBOVIŢA,"LICEUL TEHNOLOGIC UDREA BĂLEANU",136,BĂLENI,66198,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:08:11",1484,1478,1,5,0,823,818,0,5,0,799,24,1630,807,310,407,14,68
16,DÂMBOVIŢA,"ŞCOALA PROFESIONALĂ BĂLENI",135,BĂLENI,66198,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:07:23",1484,1481,1,2,0,886,884,0,2,0,859,27,1631,745,542,297,10,10
